contentid,overview,homepage,addr1,cat1,cat2,cat3,firstimage,mapx,mapy,title,sigungu
1583137,"이배원 가옥은 전라북도 익산시 함라면에 있는 오래된 전통 가옥으로 인근에 조해영 가옥과 김병순 고택이 있어 토석 담장과 한옥 기와지붕 등이 어우러져 전통적 경관을 유지하고 있다. 이 집은 현 관리자의 조부인 이배원이 1917년에 지은 것으로 그는 함라면의 대표적인 부농 중 하나였다. 이씨집 외에도 당시 함라에는 소위 만석꾼으로 일컬어지는 두 명의 부호, 즉 김씨집(김안균가)과 조씨집(조해영가)이 있다. 이 집은 세 집 중에서 가장 먼저 지은 집으로 김안균가와 조해영가의 모델로 작용하였으며 평면의 구성에서도 서로 연관성을 찾아볼 수 있다.
건립 당시에는 안채, 사랑채, 행랑채, 문간채, 곳간채 등 여러 채가 있었으나 현재는 안채와 사랑채, 그리고 주위의 토석 담장만이 남아 있다. 사랑채는 내부가 개조되어 원불교 교당으로 활용하고 있으며, 안채는 입식 부엌으로 개조하여 활용하는 안방 뒤쪽 공간을 제외하고 비교적 그 원형을 유지하고 있다.",https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS,전북특별자치도 익산시 함라면 천남1길 13,A02,A0201,A02010400,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.910323768,36.0602710307,이배원 가옥, 익산시
1313645,"이 집은 국문학자이며 시조 작가인 가람 이병기 선생이 태어나 살던 곳이다. 조선 말기 선비의 가옥 배치를 따르고 있는데 안채, 사랑채, 헛간, 고방채, 정자 등이 남아 있다. 소박한 안채와 사랑채, 아담한 정자와 연못에서 선비 가옥의 면모를 잘 살필 수 있다. 슬기를 감추고 겉으로 어리석은 체한다는 뜻을 간직한 ‘수우재(守愚齋)’라는 사랑채 이름에서, 조국과 민족을 사랑하며 평생을 지조 있는 선비로 살아온 그의 풍취가 은은하게 느껴진다. 가람 선생은 우리 한글의 소중함을 깊이 인식하여 일찍이 1930년대부터 조선어문연구회를 조직하여 활동하였으며, 1930년에는 ‘한글 맞춤법 통일안’ 제정위원과 ‘선어 표준어’ 사정위원이 되어 활발하게 활동하였다. 1942년 조선어학회 사건으로 함경남도 흥원경찰서로 끌려가 1년간 옥고를 치른 뒤 고향에 내려와 칩거하였다. 한편 해방 후에는 전북대학교, 서울대학교, 중앙대학교 등에서 국문학을 가르쳤다. 주요 저서로 ‘국문학전사’, ‘역대시조선’, ‘가람문선’ 등이 있다.

* 이병기선생 생가 탱자나무(전라북도 기념물) *
탱자나무는 낙엽 활엽 소교목으로 4~5월에 꽃이 피고 9~10월에 탱자가 열린다. 호남과 영남지방에 주로 분포하며 강화도가 북한계선이라고 하나 강원도 양양지방에서도 자생하고 있는 것이 확인되고 있다. 탱자나무의 열매와 껍질은 약재로 사용되며 줄기에 가시가 있어 울타리용으로 많이 식재되었다. 이병기선생 생가의 탱자나무는 흉고둘레 60㎝, 높이 5m 정도이며, 수형과 수세가 좋은 편이다. 수령을 알 수 있는 기록은 없으나 이병기 선생의 고조부가 이곳으로 이주하여 정착한 시기를 기준으로 보면 200년 정도 되었을 것으로 추정된다.",http://www.iksan.go.kr/tour/index.iksan,전북특별자치도 익산시 여산면 가람1길 64-8,A02,A0201,A02010500,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.0847254961,36.0358379541,이병기선생 생가, 익산시
914607,"일제강점기 군산에서 대규모 농장을 경영하던 일본인 대지주 구마모토 리헤이가 지은 별장주택으로 일 년에 봄철과 추수철에 농장을 방문할 때 임시 거처로 사용되던 별장과 같은 건물로 서구식과 한국식, 일본식의 여러 건축양식이 절충된 다양한 양식적 특성을 띄며, 해방 후 우리나라 농촌 보건위생의 선구자 쌍천 이영춘 박사가 거주하며 이영춘 가옥이라 불리게 되었다. 아름다운 건물 외관으로 인해 빙점, 모래시계, 야인시대 등 많은 영화와 드라마의 촬영 장소가 되고 있다. 쌍천 이영춘 박사는 한국의 슈바이처라 불리는데 호인 쌍천(雙川)은 두 가닥의 샘물 즉 육체적 질병을 치유하는 샘물과 영혼을 치유하는 샘물이라는 뜻이다. 평안남도 용강군에서 1903년 10월 태어났다. 평양고보 사법과 시절 담임선생이던 경성제대 와타나베 교수의 소개로 전북 개정의 구마모토 농장에 소속된 2만여 명 소작농 가족을 돌보기 위해 1935년 4월 33세의 젊은 나이에 자혜의원 원장으로 부임하게 된다. 그는 우리나라 최초의 양호 교사제와 의료보험 조합을 실시하였다.",https://www.gunsan.go.kr/tour/m2127/view/305632,전북특별자치도 군산시 동개정길 7,A02,A0201,A02010500,http://tong.visitkorea.or.kr/cms/resource/14/2658214_image2_1.jpg,126.7601173017,35.9710064154,이영춘가옥, 군산시
1590555,"임실군 오수면 둔덕리에 소재한 이웅재 고가는 [전주 이씨 효령대군파 춘성정 종가]로 효령대군의 증손 춘성정 이담손이 낙향해 세운 것으로 이후 17대 종손이 거주하고 있는 약 460여 년 된 종가이다.
동촌마을은 전체가 완만한 경사지에 자리한 마을인데, 이웅재 고가는 그곳에서도 종가답게 산 쪽으로 물려 지으면서 마을 아래 길에서 보면 아래에서 위를 보는 것 같아 그 당당함이 눈에 띈다. 조선 중기 종가의 규범을 지키면서도 화려하지 않고, 위엄을 갖추었으면서도 드러내지 않는 품위를 갖추고 있다. 
이곳은 사당, 안채, 사랑채, 행랑채, 대문채, 사당 등으로 구성되었다. 안채는 1909년 중수된 것으로 동서 양쪽에 날개를 달았으며, 큰 방의 오른쪽에 머릿방 대신 도장방이 있고, 그 남쪽에 머릿방을 두었다. 안채 앞쪽에는 안행랑채가 안채를 감싸고 있으며, 안행랑채는 방아실, 안변소, 안광, 책방으로 구성되어 있고, 안행랑채의 동쪽에는 一자형으로 각 2칸씩의 방을 갖추고 있다. 대문채는 솟을대문이며, [효자 증통정대부 이조참의 이문주 정려]가 걸려있다.",https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1,전북특별자치도 임실군 오수면 둔덕2길 59-10,A02,A0201,A02010400,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.3166576594,35.5046106995,이웅재고가, 임실군
1624551,"이임간유허비의 유허비란 선현의 자취가 있는 곳을 추모하기 위하여 후세가 세운 비를 말한다. 장수이씨의 시조 이임간(1262~1327)의 호는 이헌, 본관은 장천으로 고려 충선왕 때 사람으로 당시 문하시중병장사를 역임하고, 장천부원군에 봉해졌다. 대학자 익재 이제현의 5촌 당숙이었고, 고려 말기의 무신 이을진의 증조할아버지이며, 이씨조선세종대왕 때 대마도와 왜구를 토벌한 이종무의 고조할아버지로 다른 이름은 이직간이다. 이임간은 고려조에 장천부원군(전라북도 장수의 옛 이름)에 봉작되었고, 그의 증손자 이종무의 훈공으로 손자 이을진 역시 장천부원군에 추증되어 습봉하였다. 이 비는 1987년 그의 후손들이 건립한 것으로 천천면 월곡리 국도변에 있다. 
장수이씨의 시조 이임간은 이알평(경주이씨의 시조)의 51 세손이며, 그의 손자 이을진은 공민왕 때 정승을 지냈고 순충적덕보조공신에 책록 되어 장천부원군에 봉해졌다. 이로써 후손들은 장수(장천의 현 지명)를 본관으로 하여 세계를 이어왔다.",https://tour.jb.go.kr/index.do,전북특별자치도 장수군 천천면 월곡리,A02,A0205,A02050200,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.5196150893,35.7012780634,이임간유허비, 장수군
250415,"익산 고도리 석불입상은 의 거리를 사이에 두고 마주 서 있는 2구의 석상으로 1963년 1월 21일 보물로 지정되었다. 사다리꼴 모양의 돌기둥에 얼굴, 손, 대좌 등이 표현되어 있다. 이 석불은 200m쯤 거리를 두고 서로 바라보고 서 있는 남녀상이다. 몸은 사다리꼴의 돌기둥으로 굴곡이 없으며, 팔은 표현되지 않고 손이 간신히 배에 나타내었다. 머리에는 4각형의 높은 관(冠) 위에 다시 4각형의 갓을 쓰고 있다. 4각형의 얼굴에는 가는 눈, 짧은 코, 작은 입이 간신히 표현되어 있는데, 토속적인 수호신의 표이다. 도포자락 같은 옷은 특별한 무늬 없이 몇 줄의 선으로 표현하였다. 대좌(臺座)와 불상을 같은 돌에 새겼는데, 앞면을 약간 깎아 대좌 같은 모양을 만들고 있다. 사다리꼴의 돌기둥 같은 신체나 비사실적인 조각 수법이 마치 분묘(墳墓)의 석인상(石人像)과 비슷하다. 고려 시대에 이르면 신체표현이 지극히 절제된 거대한 석상이 많이 만들어지는데 이 불상 역시 그러한 작품 중의 하나로 보인다.<br /><br />익산 고도리 석불입상에는 사랑하는 연인의 이야기가 전설로 되어 전해지고 있다. 불상에 얽힌 전설에 의하면 음력 12월에 두 불상이 만나 1년 동안의 회포를 풀고 새벽닭 우는소리를 듣고 제자리로 돌아가는 남녀 상이라고 한다. 불상의 목을 보면 무척 짧게 표현되어 있으면서도 어깨와 얼굴이 거의 붙어있는데 이러한 형태가 연인의 전설을 더욱 아름답게 만들어 주고 있다.",http://www.iksan.go.kr/tour,전북특별자치도 익산시 금마면 동고도리,A02,A0201,A02010700,http://tong.visitkorea.or.kr/cms/resource/59/2513759_image2_1.jpg,127.0518632485,35.9793521593,익산 고도리 석조여래입상, 익산시
1581661,"익산 구 익옥수리조합 사무실 및 창고는 1930년에 지어져 1996년까지 전북농지개량조합의 청사로 사용된 건물로서 현재 익산문화관광재단 익산문화도시지원센터 사무실로 이용되고 있다. 일본인 농장 지주들이 미곡의 생산량을 늘리고자 1930년에 지은 익옥수리조합의 사무소이다. 토지 개량과 수리 사업을 명분으로 설립되어 과다한 공사비와 수세(水稅)를 부담시켜 지역 농민을 몰락시키는 등 일제에 의한 우리나라 근대 농업 수탈의 역사를 증언하고 있다. 건물의 사무동은 연면적 237.3㎡, 창고는 건축면적 59.5㎡이다. 정면 중앙의 출입구와 그 위쪽 창호 부분은 테두리에 꽃잎 무늬 형상의 인조석으로 치장하여 붉은 벽돌과 대비를 이루며 맨사드 지붕의 목조 트러스 가구법에서 독특한 건축 기법을 보여주고 있다.",https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS,전북특별자치도 익산시 평동로1길 28-4,A02,A0201,A02010700,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.9466099044,35.9353275801,익산 구 익옥수리조합 사무실 및 창고, 익산시
1584115,"익산 김병순 고택의 안채와 사랑채는 1922년 건립되었고, 행랑채는 1930년에 건립되어 역사가 그리 오래되지 않았으나 개화기 전통가옥 형식에 근대의 건축기법이 가미되는 당시의 시대상과 건축적 특징, 건축양식의 시대 변화를 잘 보여주고 있다.<br><출처: 문화재청>",http://www.iksan.go.kr/tour,전북특별자치도 익산시 함라면 수동길 20,A02,A0201,A02010400,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.9096210379,36.0608598405,익산 김병순 고택, 익산시
126389,"익산 낭산산성은 미륵산에서 북쪽으로 약 4㎞ 정도 떨어진 낭산(해발 162m)의 정상부 정상과 8부 능선을 따라 축성된 산복식 산성이다. 마한성, 구성, 북성 등으로도 불리고 있다. 남쪽은 미륵산이 가로막고 있는 것을 제외하면 삼면을 모두 조망할 수 있다. 동쪽으로는 높지 않은 산악 지대를 형성하고 있고, 당치산성과 천호산성이 보이며, 북쪽으로는 낮은 구릉 지대로 강경·논산·부여 등이 보이며, 서쪽으로는 낮은 구릉 지대와 평야, 그리고 함라산성과 금강 일부가 보인다. 성의 둘레는 870m, 면적은 5만 7565㎡, 산성의 평면 형태는 타원형에 가깝고 석벽의 폭은 3~4.5m 정도이며 구간에 따라 약간의 차이가 있다.",https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS,전북특별자치도 익산시 낭산면,A02,A0201,A02010200,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.0557668121,36.0418478759,익산 낭산산성, 익산시
127977,"백제 최대의 가람인 미륵사 창건에 대해서는 삼국유사에 기록되어 있다. 신라 선화공주와 혼인한 후 왕이 된 마동 즉, 무왕(백제 30대 왕 600~641)이 선화공주와 함께 용화산(현재의 미륵산) 사자사의 지명법사를 찾아가던 중이었다. 그때 갑자기 연못 속에서 미륵삼존이 출현하여, 이를 계기로 미륵사를 창건하게 되었다. 삼존을 위하여 전(금당), 탑, 낭무(화랑)를 세웠다고 한다. 이와 달리 미륵사의 창건에는 무왕과 선화공주의 신앙만이 아니라 정치적 목적이 있었을 것이라는 견해도 있다. 즉 백제의 국력을 확장하기 위해 마한 세력의 중심이었던 이곳 금마에 미륵사를 세웠을 거라는 추측이다. 백제 최대의 가람인 미륵사를 세우는 데에는 당시 백제의 건축·공예 등 각종 문화 수준이 최고도로 발휘됐을 것으로 짐작할 뿐만 아니라, 신라 진평왕이 백공을 보내 도와주었다는 삼국유사의 기록에서 알 수 있는 바와 같이 당시 삼국의 기술이 집결되었을 것이다. 미륵사가 백제불교에서 미륵신앙의 구심점이었음은 분명하며, 신라최대의 가람인 황룡사가 화엄사상의 구심점이었던 것과 대비된다. 황룡사가 1 탑 3 금당식인 것과 달리 미륵사는 3 탑 3 금당식 가람배치이다. 황룡사는 왕을 정점으로 하는 화엄사상, 미륵사는 미륵사상을 가람에 구현하고 있다. 미륵사는 일반평민 대중까지 용화세상으로 인도하겠다는 미륵신앙이 바탕을 이루고 있다.

* 미륵사지의 또 다른 유물, 미륵사지 석탑과 당간지주 *
미륵사지에는 두 가지의 유물이 있어 볼거리를 더한다. 그 하나는 미륵사지 석탑이고, 다른 하나는 미륵사지 당간지주이다. 미륵사지 석탑은 국보로 현재 높이 14.24m이고 우리나라 최고, 최대의 석탑이다. 석탑은 거의 전면이 붕괴되어 동북면 한 귀퉁이의 6층까지만 남아있으나 본래는 9층으로 추정된다. 미륵사지 석탑은 1974~1975년 원광대학교 마한백제문화연구소 조사에 의하여 동쪽탑은 목탑이 아니라 석탑임이 밝혀져 이른바 동서 쌍탑의 배치였음을 알게 되었다. 동탑은 그 뒤 발굴조사에 의해서 9층으로 확인되어 1993년에 9층(높이 27.67m)으로 복원되었다. 이 석탑을 우리나라 최고의 석탑으로 보고 있는 이유는 이 탑의 양식이 그 이전에 성행하였던 목탑의 각부 양식을 나무 대신 돌로써 충실하게 재현하였기 때문이다. 당간지주란 당간을 지탱하기 위하여 당간의 좌·우에 세운 기둥, 즉 지주를 말한다. 미륵사지 당간지주는 보물로, 높이 395㎝이며 통일신라시대 중기 이전에 조성된 것으로 추정된다. 미륵사지 석탑 남쪽에 2개의 지주가 동서로 약 90m 간격을 두고 동서로 마주보고 있다.",https://www.iksan.go.kr/tour/index.iksan?menuCd=DOM,전북특별자치도 익산시 금마면 미륵사지로 362,A02,A0201,A02010700,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.0308309191,36.012595225,익산 미륵사지 [유네스코 세계유산], 익산시
1314389,"당간지주는 사찰 입구에 세워두는 것으로, 절에서는 행사나 의식이 있을 때 당이라는 깃발을 달아두는데, 깃발을 걸어두는 길쭉한 장대를 당간이라 하며, 당간을 양쪽에서 지탱해 주는 두 돌기둥을 당간지주라 한다. 미륵사터의 남쪽에는 2기의 지주가 약 90여 미터의 간격을 두고 서 있는데, 크기와 양식, 조성수법이 같아 같은 시기에 세워진 것으로 본다.

지주를 받치는 기단부(基壇部)는 완전히 파괴되어 대부분이 땅속에 묻혀있는 상태이며, 약간만이 드러나서 그 원모습을 짐작하게 한다. 지주는 원래 모습 그대로 보존되어 있는데, 마주 보는 면에는 특별한 장식이 없다. 바깥쪽 면에는 가장자리를 따라 띠를 돌린 후, 그 중앙에 한 줄의 띠를 새겨두었다. 당간을 흔들리지 않게 고정시키기 위해 지주의 안쪽 면에 3개의 구멍을 각각 뚫어놓았는데, 맨 위의 것만 직사각형 모양이고 나머지는 둥글다.

대체적으로 장식이 적으며, 단정한 형태를 보이는 이 두 지주는 통일신라 중기 이후에 만들어진 것으로 짐작된다. 이곳의 당간지주와 거의 같은 모양의 예로는 영주 숙수사지 당간지주(보물)와 영주 부석사 당간지주(보물) 등이 있다.",https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS,전북특별자치도 익산시 금마면 기양리,A02,A0201,A02010800,http://tong.visitkorea.or.kr/cms/resource/79/3361079_image2_1.JPG,127.0303643152,36.0117897533,익산 미륵사지 당간지주, 익산시
126953,"전라북도 익산시 미륵산에 위치한 이 산성은 일명 ‘용화산성’으로 불리는데, 옛날에는 미륵산을 용화산이라 했기 때문이다. 고조선시대 기준왕이 이곳으로 내려와 쌓았다고 하여 ‘기준성’이라고도 부르기도 하지만, 마한의 여러 나라 중 하나가 이곳을 중심으로 세력을 누리고 있었던 것으로 보아, 산성도 그때 만들어진 것으로 추정된다. 고려 태조가 후백제의 신검과 견훤을 쫓을 때 이를 토벌하여 마성에서 신검의 항복을 받았다고 하는데, 그 마성이 바로 이 산성이다.
익산 미륵산성은 둘레 약 1,776m 포곡식 석성으로, 미륵산 정상부와 북쪽 봉우리를 포함해 동쪽 계곡을 에워싼다. 익산 지역 11개 성곽 중 규모가 가장 크다. 북쪽으로 낭산산성, 동쪽으로 용화산성과 선인봉산성, 남쪽으로 익산 토성(사적)과 금마토성이 미륵산성을 겹겹이 둘러싼 형태다. 고도가 가장 높은 미륵산성은 주변 지역을 관망하기 쉬운 지점으로, 모든 성곽이 한눈에 들어온다.",https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS,전북특별자치도 익산시 금마면 신용리,A02,A0201,A02010200,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.0431350306,36.0257300514,익산 미륵산성, 익산시
231950,"요지는 자기나 기와, 그릇들을 만들어 굽던 가마터를 말한다. 익산 백제토기 가마터는 미륵산 동편에 있으며, 2기의 가마터가 발굴되었다. 가마터의 구조는 반지하식으로 반원형의 천장이 위로 향하면서 경사를 이루는 굴가마(등요)로 밝혀졌다. 아가리큰항아리(광구호), 세발토기(삼족토기), 항아리가 출토되었다. 이 가마터는 백제 후기의 토기 모양을 파악할 수 있는 유적이며, 일본 오사카에 있는 6세기경 가마터의 구조와 비슷한 면이 많아 일본의 토기 제작기술이 백제로부터 비롯되었음을 말해 주는 중요한 유적이다.

(출처 : 국가유산청 홈페이지)",https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS,전북특별자치도 익산시 금마면,A02,A0201,A02010700,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.0566285276,36.0159730651,익산 백제토기도요지, 익산시
803166,"붕새는 중국장자에 나오는 북쪽 바다에 사는 상상의 물고기 곤이 변해서 된 상상의 새이다. 붕새는 어디에도 얽매이지 않고 자유로운 정신세계를 마음껏 누리는 위대한 존재를 의미하며 마을이름은 붕새를 닮은 바위가 있다하여 대붕암리로 불리워지게 되었고 붕새언덕마을이 되었다. 칠성산을 중심으로 금강과 들녘이 어우러진 자연환경과 금강변의 넓은 평야가 시원스레 펼쳐진 농촌풍경을 감상할 수 있는 마을이다. 전라북도 웅포면의 금강변에 위치하는 마을로 충적평야가 발달하였다.

자연마을로는 상제 1구, 2구와 원대암이 있다. 상제(붕새언덕)는 제석리의 윗 동리라서 붙여진 이름이고, 나루세라고도 불린다. 나루세는 나루터에 가는 길가에 있는 마을이란 뜻이다. 원대암은 뒷산에 새처럼 큰 바위가 있다 하여 이름 붙여졌다. 웅포면의 유래는 조선시대에는 안열군(함열, 용안합병), 1907년 함열군(서일, 서이, 북일면), 1914년 행정구역 개편으로 웅포면 합병(1916.7 전북고시 제46호) 개정되었다. 붕새언덕마들에서는 금강들녁 꽃마차타기, 전통음식체험(인절미떡메치기, 손두부 만들기), 자전거하이킹, 전통놀이 등 다양한 체험을 할 수 있다. 또한 농촌체험에 어울리게 사계절에 따라 각각 다른 체험을 할 수 있어 재미를 더할 수 있다.",,전북특별자치도 익산시 웅포면 붕새1길 29-6,A02,A0203,A02030100,http://tong.visitkorea.or.kr/cms/resource/72/2514272_image2_1.jpg,126.8983286115,36.1283074955,익산 붕새언덕마을, 익산시
127435,"전라북도 익산에 있는 무덤으로, 남북으로 2기의 무덤이 나란히 자리 잡고 있어 쌍릉이라고 부른다. 무덤 안의 구조는 백제 후기 굴식돌방무덤(횡혈식석실묘)이며, 무덤의 봉분과 돌방의 크기가 큰 북쪽의 것을 대왕묘라 하고, 남쪽의 작은 것을 소왕묘라고 부른다. 크기는 약간 차이가 있지만 2기 모두 원형의 봉토무덤으로 흙을 높이 쌓아 만든 봉분 이외에 별다른 장식이 없다.
1917년 조사할 당시 무덤은 이미 도굴이 되어 유물이 남아 있지 않았다. 다행히 대왕묘 안에서 나무로 만든 관이 일부 발견되어 원래의 모습대로 복원할 수 있었다. 그 결과 나무관은 바닥면보다 위쪽 면이 약간 넓고, 뚜껑의 윗면이 둥근 모양을 하고 있었던 것으로 밝혀졌다. 또한 관고리에는 8쪽의 꽃잎을 가진 연꽃무늬가 있었던 것도 확인되었다. 이들 두 고분은 1917년 일본인 학자 야쓰이 세이이쓰에 의해 발굴된 바 있으나, 정확한 정보를 남기지 않아 고분의 구조나 성격을 밝히기 위한 학술발굴조사가 2018년(대왕릉)과 2019년(소왕릉)에 실시되었다.
학술발굴조사 결과, 대왕릉의 경우는 사비기 백제왕릉급 무덤으로서 판축 기법을 사용한 봉분이었음을 확인할 수 있었다. 특히 석실 끝부분에서는 여태까지 그 존재가 알려진 바 없던 인골 조각이 발견하였는데 이에 대한 정밀분석 결과 인골추정 나이가 무왕의 사망 나이와 비슷함에 따라 무왕의 무덤임을 뒷받침해 주고 있다. 소왕릉의 경우에는 적극적인 자료는 확인할 수 없었으나 무왕릉과 마찬가지로 석실의 규모와 품격에 있어 왕릉급임을 확인하였다.",https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS,전북특별자치도 익산시 석왕동,A02,A0201,A02010700,http://tong.visitkorea.or.kr/cms/resource/35/1308535_image2_1.jpg,127.0332454497,35.979954545,익산 쌍릉, 익산시
803138,"익산 아홉마디 풀향기 마을은 아늑한 남병산 산자락 아래 위치하며, 마을 어귀에는 소룡지가 있고 저수지 주위에는 오래된 왕버들이 자생하고 있는 산과 물이 조화되어 자연환경이 아름답고 생태환경이 잘 보전되어 있는 마을이다. 2006년 농촌 전통테마마을로 지정되었으며, 구절초 꽃 체험(꽃 차 마시기, 향주머니 만들기)을 비롯하여 계절에 맞는 다양한 체험 프로그램을 운영하고 있다.",,전북특별자치도 익산시 함라면 소룡길 15-14,A02,A0203,A02030100,http://tong.visitkorea.or.kr/cms/resource/17/2514217_image2_1.jpg,126.8745443192,36.0340678496,익산 아홉마디풀향기마을, 익산시
2549351,"사막여우, 캥거루, 앵무새를 비롯한 50여종의 이색동물들을 가까이서 교감하며 먹이를 주는 체험을 할 수 있다. 1000여평의 잔디밭에서 동물과 함께 자유롭게 산책을 하며 먹이를 주고, 동물과 사진찍기, 양몰이와 원반던지기와 같은 체험을 세상에서 가장 똑똑한 강아지 보더콜리들통해 멋진 공연을 감상할 수 있는 전북 최고의 동물농장이다.",https://blog.naver.com/actionhouse,전북특별자치도 익산시 금마면 금마호수길 37,A02,A0203,A02030100,http://tong.visitkorea.or.kr/cms/resource/57/2549357_image2_1.jpg,127.0550427936,36.0070073937,익산 액션하우스, 익산시
231951,"익산 연동리 석조여래좌상은 1963년 1월 21일 보물로 지정된 문화재이다. 이 불상은 머리만 없어졌을 뿐 불신(佛身), 대좌(臺座), 광배(光背)까지 고스란히 남아 있는 백제의 작품이다. 지금의 머리는 요즘 새로 만든 것이며, 불상의 현 신체 높이는 156㎝이다. 당당한 어깨, 균형 잡힌 몸매, 넓은 하체 등에서 서툰 듯하면서도 탄력적이고 우아한 면을 보여주고 있다. 양 어깨를 감싸고 있는 옷자락은 길게 내려져서 사각형의 대좌를 덮고 있는데, 앞자락은 U자형, 좌우로는 Ω형의 주름이 대칭으로 2단씩 표현되어 있다. 왼손은 엄지와 가운데 손가락을 구부려 가슴에 대고 오른손은 세 번째와 네 번째 손가락을 구부려 다리에 올려놓은 특이한 손모양을 하고 있다. 광배의 중앙에는 둥근 머리광배가 볼록 나와있고 그 안에 16개의 연꽃무늬가 새겨져 있으며, 바깥에는 방사선으로 퍼진 특징이 있다. 몸광배도 볼록하게 나와있고 바깥 부분에는 불꽃무늬를 배경으로 7구의 작은 부처가 새겨져 있다.
연동리석불좌상의 신체는 마멸과 석회분 때문에 볼품없이 보인다. 하지만 대좌는 우아하고 세련된 5세기경의 백제 양식을 고스란히 보여주고 있다. 석불상은 대좌의 모습과 광배에 새겨진 무늬를 볼 때 장중하면서도 세련된 특징을 보여주는 600년경의 희귀한 백제시대 불상으로 그 의의가 높다.",https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS,전북특별자치도 익산시 삼기면 진북로 273,A02,A0201,A02010700,http://tong.visitkorea.or.kr/cms/resource/88/1308588_image2_1.jpg,127.0075686583,36.0296900932,익산 연동리 석조여래좌상, 익산시
126945,"* 백제의 숨겨진 문화를 찾아서, 익산 오금산성(益山土城) *

익산 오금산성은 금마면의 면 소재지에서 서북쪽 약 1.5㎞ 떨어진 오금산의 구릉상에 위치하고 있으며, 뒤에는 미륵산이 있고 앞쪽은 익산평야가 내려다 보인다. 삼국통일 후 고구려의 왕족인 안승(安勝)이 보덕국(報德國)을 세웠던 곳이라고도 전하여 보덕성이라 부르기도 하며, 사적이다.1980년도에 원광대학교 마한·백제문화연구소 학술발굴조사에 의하면 이 성이 석성임과 성 시설 중 남문지가 밝혀졌고, 수구도 새로 발견되었다. 발견된 유물에 의하면 백제 말기에 와당류와 토기류가 주종을 이루고 있는 것으로미루어 무왕(600∼641, 재위)대의 성으로 추정된다.
또한 전하는 바에 의하면 이 성은 삼국통일 후, 신라 문무왕(661∼681년, 재위)때 고구려 왕족 안승이 보덕국을 세웠던 곳이라 하여 보덕성이라 부르기도 한 곳이다. 혹은 서동설화와 관계를 맺고 있어 오금산성이라 부르기도 한 곳이다. 오금산(五金山)의 구릉에 계곡을 감싸고 쌓은 포곡식(包谷式) 성으로 둘레가 약 450m이다. 1980년 발굴조사한 결과, 문이 있었던 것으로 보이는 구역의 성벽 기초부분은 앞면에 높이 45㎝, 너비 60㎝, 두께 50∼60㎝ 크기의 직사각형 석재를 사용하여 단벽(段壁)을 쌓았고,벽석의 뒷면에는 깬돌 등의 잡석을 너비 5.2m 두께로 메웠음이 밝혀졌다. 두께는 5.5m에 이르고 남문 터에는 문루(門樓)가 설치되었던 것으로 추정된다.

* 익산에 백제 유물이 많은 이유 *

익산 오금산성에서 발굴된 유적은 벼루 조각 ·세발토기조각 등이다. 대다수의 유물은 백제시대의 유물이다. 이로 인해 익산 오금산성은 백제의 전성기에 축성한 것으로 짐작하게 되는 것이다.익산 지역에는 유난히 백제시대의 유물이 많이 나온다. 그 이유는 5세기 중엽부터 백제의 지방 중심세력이었고 7세기를 전후하여 금강변의 웅포 지역보다 내륙에 위치한 금마 지역을 중심으로 백제문화의 꽃을 피웠다. 즉, 7세기를 전후한 백제문화의 전성기 때 백제의 중심지가 바로 익산이었기 때문에 익산에 유난히 백제유물이 많은 것으로 추정된다.",http://www.iksan.go.kr/tour,전북특별자치도 익산시 금마면 서고도리,A02,A0201,A02010200,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.0372808731,35.9924420801,익산 오금산성, 익산시
