contentid,overview,tel,homepage,zipcode
1855589,"국내 청소년이 제작한 영화 공모 및 상영 및 시상하는 영화제이다. 전북지역 초.중.고등학생들이 제작한 영화를 공모하여 상영하고 시상한다. 
부산국제어린이청소년영화제, 서울국제어린이영화제 상영작 및 제17회 전북청소년영화캠프 수료작 상영이 진행될 예정이다.",010-5571-4040,"<a href=""http://www.jyff.kr"" target=""_blank"" title=""새창:전북청소년영화제 홈페이지로 이동"">http://www.jyff.kr</a>",54999
2767541,새로운 전북특별자치도와 함께 더 특별해진 제18회 전북특별자치도 과학축전은 ‘과학이 만드는 미래를 상상하다’라는 컨셉으로 76개의 체험부스와 5개의 전시부스 운영으로 프로그램을 구성하였다.,063-260-9332,"<a href=""http://jbsf.co.kr/"" target=""_blank"" title=""새창 : 전북특별자치도과학축전 홈페이지로 이동"">http://jbsf.co.kr/</a>",54900
141188,"전주국제발효식품엑스포는 2003년부터 시작된 세계 유일의 발효식품 특화 전시회로써 발효식품 산업 발전, 소비자의 건강 증진, 농어민 경제 활성화에 기여하고자 열리는 산업엑스포이다. 올해 22회째를 맞이하는 전주국제발효식품엑스포는 국내외 주요 식품기업과 바이어, 식품연구기관 등이 대거 참여하여 발효 신제품과 기술정보, 최신 산업동향을 확인할 수 있으며있다.",063-210-6594~7,"<a href=""http://www.iffe.or.kr"" target=""_blank"" title=""새창:전주 국제발효식품엑스포 홈페이지로 이동"">http://www.iffe.or.kr</a>",54809
2962944,"어버이날을 기념하여 도내 어르신들에게 위로와 즐거움을 준다. 청년부터 노년까지의 시간의 흐름을 K-국악과  다양한 장르의 융합으로 녹여낸 공연으로 도내 어르신뿐 아니라, 전 세대가 즐기고  향유 할 수 있는 소통의 장 마련한다. 가족, 부모님과 함께 공연을 즐길 수 있는 기회가 준비되어 있다.",070-4750-5076,"블로그<a href=""https://www.jeollailbo.com/event/event49.html"" target=""_blank"" title=""새창 : 제24회 경로국악대공연"">https://www.jeollailbo.com/event/event49.html</a>",54936
2757751,"국내외 최고 수준의 전문 인형극 작품 초청공연 및 부대행사로 어린이그림전시, 시민거리퍼레이드, 학부모환경인형극, 어린이아나바다장터, 이야기할머니동화구연등 주민참여 프로그램 배치를 통한 구도심 거리활성화 및 거리콘텐츠를 경험할 수 있는 기회를 제공한다. 전주거리인형극제를 통한 지역내 어린이문화단체 역량강화 및 거리콘텐츠를 통한 구도심 거리 활성화 및 인형이라는 매개를 활용한 예술영역의 다양한 경험의 기회를 줌으로써 어린이와 가족, 주민과 관광객에게 색다른 즐거움과 특별한 문화적 향유를 선사하고자 함이다. 이로 인해 특색있는 인형극 체험프로그램 운영을 통한 새로운 관광콘텐츠 개발, 지역경제 활성화 및 관광객 증가 도모, 거리인형극제를 통한 구도심 거리 활성화라는 효과를 기대할 수 있다.",063-232-1416,"<a href=""https://blog.naver.com/kkokdooda"" target=""_blank"" title=""새창 : 전주거리 인형극제"">https://blog.naver.com/kkokdooda</a>",55038
2828029,"전주가족영화제는 영화를 통해 가족의 소중함을 나누기 위한 축제의 장으로, 가족을 주제로 한 영화의 청소년들이 직접 제작한 영화를 부모님과 함께 보면서 가족의 의미를 되새기고, 또한 이주민 등 다양한 가족에 대한 이해를 돕고자 하는 영화제이다.

□ 공모전명 : 전주가족영화제 공모
□ 주    제 : “가족, 더 가까이” 
□ 응모자격 : 국내경쟁, 전북경쟁, 전북청소년경쟁, 감독전",063-253-4045,"홈페이지 : <a href=""http://www.jfff.kr/"" target=""_blank"" title=""새창 : 전주가족영화제 홈페이지로 이동"">www.jfff.kr</a><br>
페이스북 : <a href=""https://www.facebook.com/JFamily1004/"" target=""_blank"" title=""새창 : 전주가족영화제 페이스북으로 이동"">www.facebook.com</a>",54999
2861680,"올해 슬로건은 ‘ㄷㄱXㄱㄷ(MOVE, MOVIE, MOVING)’이다. ‘ㄷㄱXㄱㄷ’은 동감과 감동으로 먼저 타인의 상황에 동감하고 타인에게 감동을 주기 위해 노력하는 하자는 뜻으로 슬로건을 정했다. 올해도 MOVE가 들어가면서 움직이는 우리가 되고자 영어 슬로건에 넣었다. 개막식, 개막공연, 지역영화학술대회, 독백전, 전북청소년영화제 수상자, 지역영화 등 국제, 국내 등 총 45편을 상영하고 관객과의 만남의 시간이 준비되어 있다.",063-253-4045,"홈페이지: <a href=""http://jisff.kr/"" target=""_blank"" title=""새창 : 전주국제단편영화제"">http://jisff.kr</a><br>
블로그: <a href=""https://blog.naver.com/jisff"" target=""_blank"" title=""새창 : 전주국제단편영화제"">https://blog.naver.com/jisff</a><br>
페이스북:  <a href=""http://facebook.com/JISFF.official"" target=""_blank"" title=""새창 : 전주국제단편영화제"">http://facebook.com/JISFF.official</a><br>
인스타그램:  <a href=""https://www.instagram.com/jisff_official/"" target=""_blank"" title=""새창 : 전주국제단편영화제"">https://www.instagram.com/jisff_official/</a>",54999
2859150,"제이포렛은 내장산의 고장, 정읍에 위치한 힐링 정원 카페이다. 약 1,000평의 크기로 치유 정원이라는 취지로 시작해 현재는 전라북도 민간정원 3호로 지정되었다. 정읍에 가볼 만한 곳으로 많은 입소문이 나있으며, KBS2 생생정보, MBC 테마여행길, KBS2 투데이 전북, EBS한국기행, MBC 생방송 오늘 저녁에 소개된 바가 있다. 이곳은 조용한 분위기로 힐링하기 위해 노키즈존으로 운영하고 있으며, 초록색의 식물들이 눈의 피로를 덜어주고 멍 때리기 좋은 장소들이 곳곳에 조성되어 있다. 피톤치드를 맡으며 자연과 어울리는 자리 배치로 자연에서 오는 여유로움을 느낄 수 있다.",,"<a href=""https://www.instagram.com/j___forest/"" target=""_blank"" title=""새창 : 제이포렛 인스타그램으로 이동"">https://www.instagram.com/j___forest/</a>",56211
1986919,조개미집은 백합죽과 바지락죽을 전문으로 하는 한식 전문점이다. 주방과 실내의 위생상태가 깨끗한 것과 화학조미료를 사용하지 않고 음식을 만든다는 것이 이곳의 장점이다. 죽 뿐만 아니라 칼국수와 무침 등에도 백합과 바지락이 푸짐하게 들어가 바다의 향기를 느끼며 맛볼 수 있다.,063-581-3507,,56343
126624,"덕진시민공원 내 건지산 줄기에 울창한 소나무숲으로 둘러싸여 있는 조경단은 1973년 6월 23일에 전라북도기념물로 지정되었다. 조선 태조의 21대조 이한은 묘역을 특별히 수호하도록 명했으며 이후 역대 왕들도 그와 같이 정성을 다해 보호해 왔다. 특히 고종은 1899년(광무 3) 5월에 이곳에 단을 쌓아 당상관을 배치하고 비석을 세워 전주 이 씨 시조의 묘로 정하고 ‘대한조경단(大韓肇慶壇)’이라 명명했다. 또한 해마다 한차례 제사를 지냈으며 단을 중심으로 450 정보의 단역을 마련했다. 이는 경기전, 조경묘와 함께 전주가 왕조 전주 이 씨의 발상지라는 의의를 한층 현실화한 조치였다. 전주 이 씨 선원계보에 따르면, 신라시대에 사공 벼슬을 지낸 이한을 시조로 18대인 목조까지 전주에 기거하였다는 기록이 있다고 한다(태조 22대). 경내 1만여 평의 주변을 돌담으로 쌓고 동·서·남·북문을 두었다. 조경단 남쪽 20m 지점에는 고종이 세운 비석이 비각에 안치되어 있다. 비석은 거북등 위에 세워졌으며 너비 1.8m, 두께 0.3m, 높이 약 2m로 거대한 대리석으로 만들어져 있다. 비석 앞면에 새겨진 ‘대한조경단’이라는 글씨와 비문은 고종의 어필이다. 비각은 한 변이 7.2m인 정사각형 3칸 팔작지붕으로 되어 있다. 

* 조선왕실의 뿌리 *
1771년(영조 47)에 칠도 유생들은 조선왕조 시조인 사공 이한과 동비인 경주 김 씨의 위패를 봉안하는 시조묘의 건립을 건의했다. 태종대에 경기전을 세웠고 영조대에는 조경묘를 세워 선원경봉지지로서 전주로 숙원을 굳혔는데, 동학혁명군으로 전주가 한때 점령되자 태조 영정과 함께 조경묘 위패도 위봉산성에 피난하는 사태에 이르렀다. 그러므로 건지산에는 조경단을, 발산에는 목조의 유허비를, 오목대에는 태조의 주필유지비를 세우게 되었다. 1899년 3월 11일에 궁내부특진관인 ‘조경단봉심재신’으로 이재곤이 전주에 와서 건지산 묘소검분이 실시되었다. 설단·수비·건재의 후보지는 따로 지관이 정하기로 하고 동서 3,360척, 남북 3,520척의 경내 묘소는 모두 없애버리고 창경토지나 단의 좌우 계곡에 인접된 전답은 본단 수봉궁에 속하게 할 것을 제언했다. 마침내 고종 어필의 전제와 찬문으로 대한조경단비가 건립되었다.",,"<a href=""http://tour.jeonju.go.kr"" target=""_blank"" title=""새창: 전주 문화관광 홈페이지로 이동"">http://tour.jeonju.go.kr</a><br />
<a href=""http://www.cha.go.kr"" target=""_blank"" title=""새창: 문화재청 홈페이지로 이동"">http://www.cha.go.kr</a>",54907
1610401,"‘조대감네 전주 회관’은 진안 흑돼지 요리가 주메뉴이다. 진안 흑돼지 삼겹살, 목살, 주물럭, 짜글이 등 다양한 메뉴가 준비되어 있다. 특히, 수학여행과 졸업여행 학생들을 위해 넓은 단체석 대규모 주차장을 완비하고 있다. 더덕구이정식은 더덕무침에 15가지가 넘는 찬들로 구성되어 있다. 또한 아침식사도 가능하여 부담 없이 들를 수 있다.",063-433-4800,,55438
2899867,"조만영의벌떡순대국은 김제에서 맛집으로 소문난 순댓국 전문점이다. 점심시간에는 웨이팅이 필수일 정도로 많은 손님이 찾는 곳이다. 회전율이 높은 식당인 만큼 자리에 앉자마자 밑반찬이 세팅된다. 부추무침, 깍두기, 새우젓, 고추, 양념장 등이 차려진다. 셀프바도 마련되어 있어 부족한 반찬은 리필해서 먹을 수 있다. 음식은 포장해 갈 수도 있다.",,,54409
479920,"조앙사는 진묵조사를 흠앙하는 뜻에서 진묵조사의 조(祖)자와 흠앙의 앙(仰)자를 따서 이름 지었다. 이곳은 불교계의 거목으로서 전북지역의 고승이던 진묵대사가 태어났던 곳으로써 그를 모시는 사찰이다. 경내에 진묵조사전이라는 전각을 마련하여 진묵대사를 모실 뿐 아니라 영전을 세웠고, 그의 어머니와 누이의 영정까지 모시고 숭앙하고 있다. 조앙사는 1915년 창건되었고 당시는 대웅전만 있었으나 그 이후 요사를 짓고 칠층석탑을 세우고종각을 지었다. 1977년에는 이전의 대웅전을 헐고 새로 지었다. 이곳은 진묵대사와 함께 근대기에 대화교의 본산이었던 중요한 사찰로 일제강점기 때 대화교의 포교당이 있어 현세에서 고통받는 이들이 미래에는 희망을 밝혀줄 미륵불을 신앙하고 전파하였던 곳이다. 따라서, 근대기 한국 불교계에서 활발한 활동을 전개했던 증거로서 당시에 제작된 포교문을 비롯하여 불화와 불탑 등 여러 성보 문화재가 남아 있다.",,"<a href=""https://www.gimje.go.kr/tour/index.gimje"" target=""_blank"" title=""새창 : 김제문화관광 홈페이지로 이동"">https://www.gimje.go.kr/tour/index.gimje</a>",54308
2759619,"조점례 남문 피순대는 전주 남부시장 내에 있는 순대전문점이다. 24시간 운영하면서 피순대와 순대 국밥, 잡채 순대, 모둠 고기, 머리 눌림 등을 파는 식당이다. 대표 메뉴인 피순대는 중국산 당면이 들어간 일반 순대와는 다르게 선지, 두부, 고기, 달걀, 채소에 다진 곱창 등을 넣어 고소하고 쫄깃한 식감과 부드럽고 깊은 뒷맛이 남는다. 맑은 국물에 순대와 곱창이 푸짐하게 들어간 순대 국밥은 칼칼하고 깔끔한 맛으로 계절에 관계없이 인기 있는 메뉴다. 주차는 남부 시장 주차장을 이용해야 하고 방문 시간대에 따라 긴 대기도 감수해야 한다.",,,
1624811,"아리랑문학관은 외세 침탈로 굴절된 근현대사를 형상화한 대하소설 아리랑과 작가 조정래 선생을 조명하고자 2003년 5월 16일에 건립되었다. 소설 아리랑은 일제강점기 40여 년의 시간 동안 수탈로 인해 전 세계로 이산할 수 밖에 없었던 민초들의 수난과 항전을 그려낸 문학작품이자 역사로 평가받고 있다.
아리랑문학관은 3개의 상설 전시실이 있으며 1전시실은 주인공들의 험난한 대장정이 각 부의 줄거리와 함께 시각  자료로 제공된다. 2전시실은 사진으로 보는 작가의 인생과 취재 시 일용품, 창작의 과정을 좇아 빼곡히 정리된 취재 수첩과 자료 노트들이 전시되어 있다. 3전시실에서는 가족사진과 애장품 등을 통해 작가와 주변을 살필 수 있다.",,,54425
1583188,"조해영가옥은 익산 김병순 고택, 이배원 가옥과 함께 ‘함라마을 삼부잣집’이라 불린다. 다른 부잣집과 달리 조해영의 선조들은 예로부터 함라마을에 터를 잡고 살아왔다. 조씨 집안의 기틀을 마련한 사람은 조해영의 고조할아버지인 조한기인데, 고종 때 사천군수와 정읍군수를 역임하였다. 이후 조해영의 아버지인 조용규가 막대한 경제력을 바탕으로 1918년 조해영가옥을 세웠다. 조용규는 1923년 함라마을의 다른 부자들처럼 대규모 농장을 설립하였으며, 대륙호모공업 주식 500주를 소유하면서 대주주로서 기업 운영에 관여하기도 하였다.
조해영가옥은 본래 많은 건물이 있었으나 현재는 사랑채, 몸채와 별채 새방채, 행랑채, 농장 사랑채, 문간채로 구성되어 있으며, 일제 강점기 부농 집안의 생활상을 보여 주고 있으며, 한옥의 변화 과정과 함께 외래문화의 유입을 살펴볼 수 있는 문화 유적이다.",,"<a href=""https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS_TOUR_TOUR&menuCd=DOM_000005901001000000&dataSid=263724"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.iksan.go.kr</a>",54502
2870723,"족보설렁탕은 전주 덕진공원 근처에 있는 설렁탕 전문점으로 유명한 맛집이다. 족보설렁탕은 화려하고 웅장한 건물의 외관은 전통 한옥을 느낌으로 시선을 사로잡는다. 식당 앞 주차장은 넉넉하게 준비되어 있으며, 장애인 주차 공간도 마련되어 있다. 대표 메뉴는 뽀얀 국물에 부드러운 고기가 가득한 진하고 구수한 설렁탕이며, 불판에 초벌 된 떡갈비가 나오면 중불에 잠깐만 구워 먹는 떡갈비 메뉴도 인기이다. 가게 내부는 통유리로 된 창이 있어 시원해 보이며, 유서 깊은 오랜 세월의 흔적을 느낄 수 있다. 한 그릇 먹으면 속까지 따뜻해지는 든든한 만족스러운 한 끼를 맛볼 수 있다.",,,54840
2855424,"종가집은 음식에 건강을 담아낸다는 신념으로 경영하는 한식당이다. 대형 가마솥 3기를 이용하여 매일 진한 설렁탕과 갈비탕을 만들어낸다. 별도의 룸이 마련되어 있어 단체 모임이나 피로연 장소로도 적합하다. 아이들과 함께 방문하는 가족들을 위해 트램펄린을 갖춘 키즈랜드도 마련되어 있다. 큼직한 갈빗대를 포함해 고기가 푸짐하게 들어간 갈비가 이 집의 대표 메뉴다. 직접 우려낸 육수에 푸짐하게 들어간 고기로 허기진 속을 든든하게 달랠 수 있다. 익산 예술의 전당, 중앙체육공원 근처에 있어 연계 관광을 하기에도 수월하다.",,,54565
716659,"종남산(608m)은 전주 동북쪽에 위치한 송광사 뒷산이다. 종남산은 송광사를 세운 도의선사가 절터를 구하기 위하여 내려오다가 이곳에 이르러 땅속에서 깨끗하고 풍부한 영천수가 솟아오른 것을 발견하고는 이곳에 큰절을 세울 것이라고 생각하고 더 이상 남쪽으로 내려가는 일을 포기했다는 데서 유래된 이름이다.
송광사 뒤편으로 기암괴석과 울창한 잡목숲을 헤치고 오르면 해발 617m의 종남산 정상에 다다르고 이곳에서 중간지점에는 임산관리소가 있는데 이곳 석간수는 약수 중의 약수로 잘 알려져 있다.",,"<a href=""https://wanju.grandculture.net/wanju/toc/GC07000016"" target=""_blank"" title=""새창으로 이동"">https://wanju.grandculture.net/</a>",55355
1971880,"좋은날은 한국관광공사로부터 품질인증을 받은 우수업체이다. 태조 이성계 어진이 봉인된 경기전 고궁 옆에 위치하여 한옥마을과 주변 관광지를 여행하기 좋은 위치다. 한옥마을과 연계하여 인근 관광지(경기전, 전동성당, 풍남문, 전주객사, 오목대, 향교, 영화의 거리)등을 볼 수 있는 장점이 있으며 주변 먹거리가 풍부하고 전북에서 제일 큰 전통 재래시장인 남부시장이 있어 쇼핑과 전주 맛집을 즐길 수 있다.",010-2607-3326,,55039
3076348,"글램핑이란 화려하다(glamorous)와 캠핑(camping)을 조합해 만든 신조어로 필요한 도구들이 모두 갖춰진 곳에서 안락하게 즐기는 캠핑을 의미한다. 
주노글램핑 완주는 익산 IC에서 10분 거리로 완주 비봉산 자락에 위치한다. 각 텐트당 1대 씩 텐트 옆에 주차 가능하며, 1동 당 최대 인원인 4인을 초과하지 않는 범위 내에서 방문객 입장이 가능하고 애완동물은 동반할 수 없다. 일요일부터 목요일까지는 당일 글램핑도 가능하다. 
주요 시설은 수영장, 족구장, 개별바베큐가 있으며 객실은  온돌방, 침대방 2가지 타입이다. 
최고의 구비시설과 새로운 경험을 할 수 있는 주노글램핑 완주는 맑은 공기와 쏟아지는 밤하늘 별들을 바라보며 아날로그 감성의 결정판인 모닥불 아래서 가족, 연인과 즐겁고 특별한 경험으로 지친 일상 속 힐링의 시간을 보낼 수 있다.",,"<a href=""https://wjglamping.modoo.at/"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://wjglamping.modoo.at/</a>",55306
1586397,"서원은 조선 중기 이후에 학문을 연구하고 훌륭한 유학자의 제사를 지내기 위하여 지역 사림에 의해 설립된 사설 교육 기관이다. 주암서원은 임실군 방계리에 있는 서원으로 1714년에 남원부 지사방 주암촌에 사우로 창건되었는데 연촌 최덕지를 주벽으로 암계 최연손을 배향하였다. 그 뒤 1787년 율계 장급, 사촌 장경세를 추배 하였다. 1871년 조령으로 훼철되었다가 1959년 복설 되었다. 사당은 정면 3칸, 측면 2칸의 팔작지붕이며, 강당은 정면 4칸, 측면 3칸의 팔작지붕이다. 매년 음력 3월에 제사를 지내고 있다.",,"<a href=""https://www.imsil.go.kr/tour/board/view.imsil?boardId=BBS_0000050&menuCd=DOM_000000202002000000&paging=ok&startPage=1&searchType=DATA_TITLE&searchOperation=AND&keyword=%EC%A3%BC%EC%95%94&dataSid=531"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.imsil.go.kr</a>",55921
1624635,"주진천은 고창군 성송면 노령산맥 기슭에서 발원하여 북쪽으로 흐르며 고창군을 가로질러 심원면과 부원면의 경계부에서 서해로 흘러드는 하천이다.
이 하천은 원래 인천강이라고 하다가 1911년에 행정구역을 개편하면서 배가 드나들었던 곳이라는 의미에서 [주진]으로 바뀌었다. 유로를 살펴보면 발원지인 노령산맥을 내려와 고창군의 평야 및 구릉지대를 관통한 뒤 선운산 산악지대를 S자로 관통하여 서해 줄포만 갯벌에서 끝난다. 주요 지류로는 성송천, 무장천, 고수천, 고창천, 운곡천 등이 있어 고창군 중부, 남부, 동부 지역 대부분이 이 하천의 유역이라 할 수 있다. 또한 이 하천에서는 고창의 명물인 풍천장어가 낚이기도 한다. 그리고 지류인 운곡천에는 운곡저수지와 함께 운곡 람사르 습지가 조성되어 있다.
주변에는 선운산, 운곡저수지, 운곡 람사르 습지, 서해 줄포만 외에 용오정사, 고창 고인돌 유적 및 공원, 고창 용산리 분청사기 요지, 미당 서정주 생가 및 미당시문학관 등이 있어 연계하여 관광할 수 있다.",,"<a title=""새창 : 전북 토탈관광"" href=""http://tour.jb.go.kr/index.do"" target=""_blank"">http://tour.jb.go.kr/index.do</a>",56400
3066726,"주천생태공원은 진안군 봉소마을 주변에 조성된 공원으로 용담호로 흘러드는 주자천 하류에 조성되어 있다.
봄에는 금계국꽃이 만개하여 장관을 이루며, 가을에는 아침 물안개와 단풍이 아름다운 풍경으로 유명하기도 하다. 이곳은 수생식물들이 군락을 이루며 자라고 계절마다 다채로운 야생화들이 피어나기 때문에 출사를 목적으로 오는 사람도 많다. 특히 주천생태공원 호수와 나무가 어우러진 경관은 사진으로 찍었을 때 호수에 비친 모습이 그림과 같아 많은 사람의 감탄을 자아낸다.
자연경관 외에도 체력단련공원, 인공호수, 주차장, 산책로 등이 조성되어 있어 휴식을 취하면서 산책하기 좋으며, 군락 조림과 수생식물원, 야생화단지 등이 있어서 많은 볼거리를 제공한다. 주변 관광지로 닥밭골 옥천암 와룡암이 있다.",,"<a href=""https://www.jinan.go.kr/tour/sub_5/?uid=57&p=2&n=4"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.jinan.go.kr/</a>",55402
129667,"주자를 중심으로 여대림·주잠·이황·이이·김충림·김중정 등 7인(人)을 기리고 있는 서원이다. 1924년 광산 김 씨 문중 사당으로 처음 짓고 ‘주천사’라 하였다. 1975년 성균관장의 인증을 받아 서원으로 승격되었으며, 이후 여러 차례 보수되어 오늘에 이르고 있다. 이 서원은 홍살문, 외삼문, 사당으로 구성되어 있다. 사당은 앞면 3칸·옆면 1칸 반의 규모이며, 지붕은 옆면에서 볼 때 사람 인(人) 자 모양인 맞배지붕으로 꾸몄다. 이곳에서는 해마다 음력 9월 15일 제사 지내고 있다. 
(출처: 국가유산청)",,"<a href=""https://jinan.go.kr/tour/sub_5/?m=&uid=58&key_word=%EC%A3%BC%EC%B2%9C%EC%84%9C%EC%9B%90&p=2&n=4"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://jinan.go.kr</a>",55402
1957076,"서원은 조선 중기 이후에 학문을 연구하고 제사를 지내기 위하여 지역 사림에 의해 설립된 사설 교육 기관이다. 덕유산IC 인근, 안성면 죽천리 평장마을을 통과하여 평장길 끝에 있는 죽계서원은 1713년(숙종 39)에 지역 유림의 뜻을 모아 세워졌다. 고려 말기의 무신으로 왜구에게 피살당한 어머니의 원수를 갚기 위해 일본 정벌에 참가한 김신(?~1274), 조선 중기의 무신 장필무(1510~1574), 장필무의 아들로서 임진왜란 때 의병을 일으켜 왜적과 싸우다 전사한 장지현, 장희연, 김희옹을 모시고 있다. 그 후 1869년(고종 6)에 서원철폐령에 따라 철거되었다가 1972년에 재건되었다. 경내에는 강당과 함께 정면 3칸, 측면 2칸의 맞배지붕 구조인 사당 죽계사가 있다.
죽계서원 뒤쪽으로 매방재산(776.1m)이 있고, 주변에는 덕유산국립공원 등이 있어 연계하여 관광할 수 있다.",,"<a href=""http://muju.grandculture.net/muju/toc/GC06500908"" target=""_blank"" title=""새창 : 홈페이지로 이동"">http://muju.grandculture.net/</a>",55542
1627968,"진안의 죽도는 깎아 세운 듯한 바위산 절벽을 맑은 물이 한 바퀴 휘돌아 흐르고 있기에 마치 섬과 같은 곳이다. 산대나무가 많고 그 앞에 천반산이 죽순처럼 솟았다 해서 죽도라는 이름이 붙었다. 행정 구역상으로 진안읍 가막리에 속하는 이곳은 장수와 장계에서 내려오는 춘천과 무주군 안성면에서 동향면을 거쳐 흘러오는 구량천이 합수하여 Ω 모양으로 휘감아 돈다. 게다가 육지로 이어지는 곳은 사람의 출입이 불가능한 길이다. 죽도와 육지가 이어지는 지역에는 날카로운 바위가 있는데, 지역 주민들은 그 모양이 병풍 같다고 하여 병풍바위로 부르거나, 닭의 볏을 닮았다 하여 베슬 바위라고 불렀다. 
이곳은 조선 선조 때의 문신인 정여립이 한때 은신했다는 죽도서당이 있었던 곳이다. 근방의 천반산에는 정여립이 군사를 조련하였다는 전설이 있는 산성터가 있어 죽도와 함께 연계 관광이 가능하다.",,"<a href=""https://jinan.go.kr/tour/sub_5/?p=2&n=4&uid=59"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://jinan.go.kr</a>",55412
129067,"죽도는 고창군 부안면 봉암리 앞바다에 있는 섬이다. 섬으로 들어가는 방법은 두 가지가 있는데, 하나는 곰소항에서 배를 타고 들어가는 것이고, 다른 하나는 봉암리에서 물때에 맞춰 장화를 신고 길을 아는 사람을 따라 갯벌로 걸어서 들어가는 것이다.
주민들은 주로 어업에 종사하며 살아가고 있다. 섬에 대나무가 무성하여 대섬이라고 하는 설과, 섬이 크게 보인다고 해서 대섬이라고 부르는 설이 있는데, 한자 지명 표기 시에 죽도라 부르게 되었다. 죽도에서는 바지락 채취체험과 바다낚시를 즐길 수 있다. 바지락 채취 체험을 할 경우 체험 14일 전에 예약을 해야 한다.",,"<a href=""http://www.gochang.go.kr/tour/index.gochang""target=""_blank"" title=""새창 : 고창군 문화관광"">http://www.gochang.go.kr/tour/index.gochang</a>",56418
479951,"임실읍의 안산이라고 할 수 있는 용요산(龍要山, 일명 용오산)의 중턱에 위치하고 있는 사찰로 9세기 말경 신라 진감국사가 신흥사를 건립 후 초가삼간의 규모로 창건하였다. 절 주위에는 왕대가 있었고, 이 때문에 죽림암이라 불렀다 하는데 한 승려가 칡덩굴을 없애려고 불을 놓았다가 왕대도 모두 사라졌다 한다. 신흥사가 수행을 위한 도장으로 만들어졌다면 죽림암은 수행과 포교의 목적을 지닌 곳이었다. 1504년 고려시대 승려인 보우국사의 4 세손 지엄이 중창하였으나, 임진왜란 때 소실되었는데 그 후에 전라남도의 어느 민가를 해체하여 복원한 것이 현재의 죽림암이다. 본래 법당 본전 5칸과 칠성각, 산신각이 있었으나 임진왜란과 6.25 전쟁 때 다시 불타버렸다. 지금의 법당, 칠성각, 산신각은 1981년 중수된 것이다. 암자 바로 앞에는 오래된 느티나무 3그루가 서 있는데 큰 것은 높이 약 25m 정도로 이 절의 역사를 짐작케 한다.",,"<a href=""https://www.heritage.go.kr/heri/cul/culSelectDetail.do;jsessionid=Z3kaXo3FY1N7PWfHh1DBvl0sclb2DRZatnaC4Mh7D2A587bknfe64xPoT6Svpqza.cpawas_servlet_engine1?pageNo=1_1_2_0&ccbaCpno=3413500250000"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.khs.go.kr/main.html</a>",55930
127122,"백용성 조사의 호국·호법 정신을 기리고자 조성한 국가 현충 시설이다. 백용성 조사는 1919년 3월 1일 독립운동 선언 민족 대표 33인 중 한 분이며 불교계 대표로서 1864년 5월 8일 장수군 번암면 죽림리 252번지에서 출생하였다. 용성 조사는 선종 교당 대각사를 세우고 불교의 대중화를 꾀하였으며, 화과원을 조성, 선봉불교를 일으켰다. 또한, 독립운동 민족 대표로서 평생을 독립운동과 전통불교 전승에 앞장섰다. 백용성 조사 탄생 성지 죽림정사는 백용성 조사 생가지로서 생가, 대웅보전, 용성 교육관, 용성기념관, 요사채, 누각, 유물전시관 등이 있다. 

죽림정사 내에는 대웅보전이 자리 잡고 있으며 가장 큰 건물인 용성교육관에는 7여래 탱화와 삼처전심, 69조사, 7대사 탱화를 비롯 내외포벽 104존자, 조사, 법사, 국사, 율사도 그리고 외벽에는 용성조사 일대기가 그려져 있다. 용성기념관은 용성조사의 저술도서 등 유품을 전시하고 있으며 죽림정사 가장 안쪽에 용성 조사의 생가가 복원되어 있다.",,"<a href=""https://www.juklim.com/"" target=""_blank"" title=""죽림정사 홈페이지로 이동"">https://www.juklim.com/</a>",55659
1627495,"정읍의 내장산에서 내려오는 물줄기가 흐르는 아름다운 정읍천으로 가면 녹지 공간과 다양한 운동 시설 및 쉼터가 잘 조성된 곳이 있다. 정읍천을 따라가다 보면 시기동 주민 센터 맞은편에 죽림 폭포 공원이 있다. 죽림 폭포 공원에는 시원스러운 인공폭포가 만들어져 있는데, 물레방아와 암석 사이로 시원한 물줄기가 쏟아져 내린다. 이곳 폭포의 물은 하천 지하수를 연못에 담수한 후 수직 17m 높이에서 떨어지는 인공폭포로서 연못의 물이 순환되어 폭포 역할을 한다고 한다. 죽림 폭포 공원 옆으로 가면 망상문이라는 문을 통해 산책로가 있는데 이곳으로 들어가 보면 여러 야생 꽃과 풀이 잘 어우러진 산책로가 매우 잘 만들어져 있다. 오르다 보면 한쪽에 공터가 나오는데, 공연이나 음악회를 하기도 좋게 만들어져 있다. 조금 더 위로 가면 샘골정이라는 정자가 있다. 샘골정에서 내려다보면 정읍시가 한눈에 들어온다. 샘골정 옆으로는 망상봉까지 갈 수 있는 등산로가 있다.",,,56207
