관광지이름,총점,이름,내용,별점
승암사(전주),4.3,묘묘,조용하고 평화롭습니다,5
승암사(전주),4.3,friedman,문 닫혀있어서 못들어감...,3
승암사(전주),4.3,김권,우리집옆. 한적하니 좋다.,5
승암사(전주),4.3,C C,전주 시내의 유서 깊은 사찰로 한옥마을 지역에서 접근이 용이합니다.,5
승암사(전주),4.3,Maria Rodriguez,아름답고 사원을 돌보는 사람들은 많은 역사와 함께 매우 흥미로웠습니다.,5
승암사(전주),4.3,Googl I,"작은 언덕에 숨겨진 진짜 보물. 모든 장식이 어떻게 다른지, 반복되는 패턴이 없는지 확인하세요.

승암사에 보관되어 있는 불경 3권은 법화경(법화경) 2권과 금강경주해 1권으로 모두 목판 인쇄로 출판되었습니다.

법화경은 1443년 화암사에서 간행되었다. 법화경은 가장 인기 있고 영향력 있는 불교 경전 중 하나이며, 법화경의 주요 가르침 중 하나는 모든 존재가 부처가 될 수 있는 잠재력을 가지고 있다는 것입니다. 『금강경주해』는 1558년에 출판되었으며 이 책의 현존하는 보기 드문 판입니다.

승암사는 통일신라시대(668~935)의 승려 도선(827~898)이 창건했다고 전해진다. 조선시대에는 불경과 문학을 연구하는 곳으로 알려졌으며, 승원과 명상원을 운영하여 전주 지역의 불교학술연구를 촉진하였다.",5
승암사(전주),4.3,linda chen,조명 램프는 저렴하지는 않지만 여전히 매년 온 가족이 조명을 켜는 데 매우 효과적입니다.,5
승암사(전주),4.3,Jürgen Mayerl,좋은,4
승암사(전주),4.3,MIN TV,,5
승암사(전주),4.3,A K,,4
승암사(전주),4.3,노기환 (소리사랑),,5
승암사(전주),4.3,Ju-Yeong Jeon,,5
승암사(전주),4.3,조왕덕,,4
승암사(전주),4.3,Eva Ngabirano,,5
승암사(전주),4.3,정병산,,3
승암사(전주),4.3,Mohammad Junaid,,4
승암사(전주),4.3,효자동아재,,5
승암사(전주),4.3,이수정,,2
승암사(전주),4.3,배JON,,2
승암사(전주),4.3,정병산,,3
신광사 대웅전,4.8,박후부,대웅전 지붕이 너와지붕이며 문화재 보물이며 깨끗합니다 스님들의 정성 신심이 충만한 도량이라 느껴지는 사찰입니다 앉아서 공부하고픈 절입니다,5
신광사 대웅전,4.8,해떳다 (잘될거야),비구니스님들이 거주하시는 아담하고 깔끔한 신라천년고찰,5
신광사 대웅전,4.8,황인장,"장수군에 있는 천년고찰입니다
와룡휴양림 입구에 있습니다",4
신광사 대웅전,4.8,사랑초이길내,깔끔하고 편안한 분위기가 참 좋았어요.,5
신광사 대웅전,4.8,박태성,아주아주 오래된 고사찰로 너와지붕 대웅전이 특징,5
신광사 대웅전,4.8,개망초,아담해요,5
신광사 대웅전,4.8,임정한,조용한 곳에 있는 절,4
신광사 대웅전,4.8,서지민,,5
신광사 대웅전,4.8,김형희,,5
신광사 대웅전,4.8,YOUNGDAE JIN,,5
신광사 대웅전,4.8,김해숙,,5
신광사 대웅전,4.8,주용하,,5
신광사 대웅전,4.8,문철배 (달공당 지한),,4
신광사 대웅전,4.8,이윤철,,5
신광사 대웅전,4.8,노장환,,5
신광사(장수),4.2,김영민 (withpipes),"전라북도 유형문화재 제113호
지붕이 너와지붕인 특징",5
신광사(장수),4.2,사랑초이길내,돌로만든 너새지붕이 인상적인 소박하고 아늑한 사찰입니다.,5
신광사(장수),4.2,각골에덕천 (벌쟁이),무엇보다 옆에 흐르는 계곡 맑고 시원합니다,4
신광사(장수),4.2,황인장,조용하고 아담한 천년 고찰이네요,4
신광사(장수),4.2,최권식,,3
신림저수지,5.0,Master Kim,아침  호수전경이 평화롭네요,5
신림저수지,5.0,송경섭,,5
신석정 고택,3.9,전병삼,ㅋ ㅋ 좋아요,5
신석정 고택,3.9,롸니,굳이 안간도 된다.,2
신석정 고택,3.9,707 special,,4
신석정 고택,3.9,김옥숙,,5
신석정 고택,3.9,윤여광,,3
신석정 고택,3.9,남민종환,,3
신석정 고택,3.9,박철현 (아레티어),,5
신석정 고택,3.9,3층[솔빈],,3
신석정 고택,3.9,신유삼,,4
신석정 고택,3.9,허경두,,5
신시도 어촌체험마을,4.2,Sketch travel,"엄청 넓은곳은 아님니다 사진 찍고 해도 30분 정도면 충분 해요 근처에서 밥을 먹고  잠시 산책하기 좋은곳 입니다.
꼭 여기는 가보자? 정도는 아니에요",3
신시도 어촌체험마을,4.2,k영 원,"주민들의 친절함이 여행객의 마음을 더운 행복하게  해준 곳입니다
특히 펜션주인의 친절함에 만족한 여행을 하고 왔습니다",4
신시도 어촌체험마을,4.2,오영환,산책했어요 그앞에 슈제버거 있는데 맛있어요 직원분도 친절해요,4
신시도 어촌체험마을,4.2,강성옥,ㆍ,5
신시도 어촌체험마을,4.2,Sunny MAK,다리로 연결된 아름다운 5개의 섬.. 주중에는 여전히 조용한 어촌 마을이고 주말에는 관광 명소로 변합니다.. 하룻밤 정도 가보세요.. 좋습니다.,4
신시도 어촌체험마을,4.2,박상진,,3
신시도 어촌체험마을,4.2,아삭,,5
신시도 어촌체험마을,4.2,Abeto Santos,,5
신시도 어촌체험마을,4.2,Wk L,,3
신시도 어촌체험마을,4.2,이규성,,5
신시도 어촌체험마을,4.2,유지연,,5
신안서원,4.7,dami Jo,전라북도 문화재자료 제22호로 지정됨.  주자학을 집대성한 송나라의 주희선생과 성리학자인 신재 한호겸선생을 배향한 서원이다,4
신안서원,4.7,한비호,한 호겸 한아버지 누리집에서 시작되는곳 자자손손 끝난후에 한비호 올림 시작되는곳 에서는 끝끝내 나 지금 집 가는 중 가장 큰 이유 없이 잘 안 되네 선생님 감사합니다. 고마워요,5
신안서원,4.7,윤수현,벼락맞은 은행나무가 웅장합니다,5
신재생에너지 테마파크,4.0,FD Jung,"체험하는 것들이 많아서 좋아요.
아이들과 가족이 함께 즐길 수 있어서 좋았어요.
사전 예약제여서 예약하고 방문해야 합니다.",5
신재생에너지 테마파크,4.0,Janice Kim,"2024.02.04
예약 필수입니다
한시간 코스이고 해설가 선생님 따라서 이동하면서 25분 정도 영상 시청하고 체험방법 설명 들은 후에 전시물 체험하는 코스에요
여러가지 체험 시설들은 입장시 나눠준 신분증을 이용해 태그하고 체험 가능합니다",4
신재생에너지 테마파크,4.0,E.K. L,"아이들과 다녀오기 좋았어요. 주변에 해수욕장, 재생에너지체험장, 생태공원도 있어요. 관람&체험 시간이 50분 정도 걸린 것 같아요.",4
신재생에너지 테마파크,4.0,JINS,"신재생에너지가 무엇인지 어떻게 생성되는지
어떻게 사용해야 하며 관리해야 하는 것인지에 대한 교육적으로 매우 유용한 장소 프로그램이 알차고
재미있어서 초등학생 교육에 매우 유용한 장소 입니다.",5
신재생에너지 테마파크,4.0,보배교수TV,"교육적으로는 좋았지만 일부러 찾아갈 정도는 아니네요. 그래도 생각보다 체험도구는 많아요~
근처가 갔다면 들릴만한곳.",3
신재생에너지 테마파크,4.0,장경욱,"23.07.28방문 아이들과 함께하는 체험공간이 많아요.
메타버스.사진스팟",5
신재생에너지 테마파크,4.0,Francisco Lee,"요즘은 지방에서 이런 방문견학지를
많이 만들고 있는 추세인데요
혈세 낭비가 아닌지 ㅠ
평일에 갔는데 완전 넓은 주차장에
완전 높고 넓은 건물....
사기업은 아니고 지방정부에서
관리를 하는 것일텐데
운영비가 어마어마하게
들어갈거 같아요
시설은 체험도 있고 볼만은 한데
몇곳은 고장난 곳도 있어서 ....
사진 올려봐요",4
신재생에너지 테마파크,4.0,이주형,"리모델링후 체험이 아주 좋아짐
내부환경깨끗
단점은 아이들 체험시 1층로비에서 기다린다면 무조건 서있어야함 이거 하나단점",5
신재생에너지 테마파크,4.0,김형재,부안의 얼굴이 될수 있는 신재생에너지 단지가 아직은 제기능을 발휘하지 못하는데 2023 새만금잼버리 대회가 발전의 전기가되기를 소망합니다.,5
신재생에너지 테마파크,4.0,hj choi,"미리예약하고 가세요
초등 저학년이 제일 적당한거 같아요
고학년도 할만하긴해요",5
신재생에너지 테마파크,4.0,보미아빠,예약필수 시설관리 잘되어있음,4
신재생에너지 테마파크,4.0,스마트머니,초등딸이 재미있게 체험할수 있었어요,5
신재생에너지 테마파크,4.0,유후유,사람이 없어요 가격이 쫌그런데 그럭저럭 잘놀았네요,4
신재생에너지 테마파크,4.0,Dam Dam,신제생 에너지에 대해 알게 되었고 미래의 생활 모습도 알게 되었다. 하지만 집에서 너무 멀어서 피곤하다.,5
신재생에너지 테마파크,4.0,HJ Park,이 곳이 여행의 목적지 중 하나 였는데  쉬는 날이었다.,4
신재생에너지 테마파크,4.0,장종주,아이들과 함께하기 좋습니다. 전시물에 다양한 게임을 포함하여 아이들이 흥마를 잃지 않도록 구성되어있습니다.,4
신재생에너지 테마파크,4.0,추성훈,아이들과 가면 딱좋아요 관리도 제법 잘되는거같음,5
신재생에너지 테마파크,4.0,박종욱,"의외로 괜찮습니다
스토리텔링이 잘 되어있더군요
초등2~5학년 정도면 무난하게 관람하실수 있습니다
하지만 유치원 정도라도 활동이 많아서 흥미있게 참여하실수 있으리라 생각되네요
직원분들이 매우 친절하십니다
평소에 지나다닐때 바람개비만 보고 사람도 별로 없어서 그냥 그러려니 했는데 괜찮네요
중요한거~~!! 예약하고 가셔야 합니다 물론 사람이 없으면 그냥 관람 가능하지만 소수로 관람하는거라 예약하셔야 한다네요
4d영상관도 있는데 현재 준비중이라 상영은 안하네요
유료인데 비싼건 아니고 낼만합니다",4
신재생에너지 테마파크,4.0,Richard 2,"예약해서 한시간동안 아이들체험하는데 정말 좋았습니다.
주차장도 넓고 안에는 너무 시원하고 직원분들은 무지 친절합니다.
마지막에 4D체험은 초중생 전용입니다.
유아들은 체험이 안되네요.",5
신재생에너지 테마파크,4.0,J Oh,규모도 크고 컨텐츠가 애들 놀기 좋아요.,5
신재생에너지 테마파크,4.0,jung꾸이맨,"애들이 좋아할만한게 많고
가격도 싸다
필수로 예약해야함",4
신재생에너지 테마파크,4.0,younjung Kim,"여러번 갔었는데 몇년만에 다시 방문하니 싹 바뀌었네요. 좋은 정보와 시설..가이드까지 해주셔서 좋긴 했지만..
방문객이 우선이 아니라 비싸고 좋은 장치를 보여주고 알려주는 것에 목적이 있는 듯 했습니다. 시키는대로만 해야하는게 많이 불편했고..(사전에 충분히 알려줬어야 할듯) 내부는 많이 더웠습니다.",3
신재생에너지 테마파크,4.0,이룰 (Scott),"성인 입장료 2천원, 미취학 무료. 4D 인당 2천원 약10분상영.",4
신재생에너지 테마파크,4.0,Jonathan Choi,굉장히 깨끗해요.,5
신재생에너지 테마파크,4.0,칠성조,2023세계잼버리 준비 본부가 있어 회의차 다녀왔는데 군산에서 새만금방조제를 따라 건너가면 커다란 바람개비가 돌아가는 곳이 바로 신재생에너지파크테마인데 어린이를 동반했다면 이곳에 들러 신재생에너지 활용을 직접 체험 할 수 있는 좋은 장소입니다. 주변에는 세계잼버리장을 한눈에 내려다 볼 수 있는 쉼터가 있고 주변 먹거리로는 댐근처에 바지락죽 맛집이 있어 바지락 무침과 함께 별다른 맛을 즐길 수 있으며 아는 사람들만 오는곳이지요.,4
신재생에너지 테마파크,4.0,윤바다,미래에너지를 쉽고 재밌게 설명해놔서 학생들이 좋아합니다. 각종 모형과 영상은 흥미까지 유발시킵니다. 입장료는 1-2000원 수준으로 전북도에서 운영하다보니 아주 저렴해서 더욱 좋아요,4
신재생에너지 테마파크,4.0,-꾸에,아이들 놀이위주로 했지만 뭔가 부족함,3
신재생에너지 테마파크,4.0,윤남석,저학년 어린이에게 재밌는 추억을 만들어줘요,5
신재생에너지 테마파크,4.0,Jose Ricky,쉬운 내용도 어렵게 설명되어있음..  지속적 관리한다는 느낌이 없습니다. 10년전 개관할때 그대로인듯.. 전시기법도 예전스타일입니다.,2
신재생에너지 테마파크,4.0,안지숙,아이들있는 집은 꼭 방문하는걸 추천해요.. 1시간코스고 미리 전화해서 예약하고 가야해요,5
신재생에너지 테마파크,4.0,HR KIM,가족단위 여행 적합,3
신재생에너지 테마파크,4.0,체리,아이들과 체험하기 좋아요.여러가지 체험을 진행합니다. 예약은 하고 오시는게 좋아요,5
신재생에너지 테마파크,4.0,조복남,입장시간 있어요 시간 미리 체크하고 방문하세요 아이들에게 매우 유익한 곳입니다 우리 아이들 매우 좋아함,5
신재생에너지 테마파크,4.0,이준호,고장난 시설이 많고 생각보다 볼거리는 별로 없어요. 방문자가 별로 없어서 관람은 편합니다,4
신재생에너지 테마파크,4.0,은푸른잣나무,미리 예약이 필요해요. 아이들에게 좋은체험을 시킬수 있어요,5
신재생에너지 테마파크,4.0,차상현,2023 세계 잼버리 열리는 곳 장문하여 체험해보니 진짜 뉴스에서 본거처럼 진짜 열악하다,3
신재생에너지 테마파크,4.0,kyuhwan shim,"몇몇 시설이 고장나 있으나 전체적으론 만족합니다
체험 위주로 되어 있어 좋아요",4
신재생에너지 테마파크,4.0,김대권,신재생에너지 테마라고 별로네..,2
신재생에너지 테마파크,4.0,최세영,"시설은 깔끔하고 모든게 좋습니다
다만.. 주위도 너무 깨끗하다는점 (흔한 편의점이 없어;;)",3
신재생에너지 테마파크,4.0,Majo Lee,포럼 참석으로 왔는데... 주변이 휑 하네요... ^^ 관광을 할 수 있는 뭔가를 개발해야되는건 아닌지...,3
신재생에너지 테마파크,4.0,lee지민,예약하고 방문하세요~   에너지자원의 소중함을 느낄수 있는 시간이었습니다.,5
신재생에너지 테마파크,4.0,Sung Bum Park,에너지에 대한 설명이 잘 되어 있으나 유지보수가 잘 안되어서 있어 조금 아쉬움,2
신재생에너지 테마파크,4.0,김유정,한 번은 아이들과 다녀올만 한 곳이예요~ 4D는 보지마세요 ㅠㅠ 세상 돈 아까웠다능....,3
신재생에너지 테마파크,4.0,최주희,초등학생이 체험하기 딱 좋은 장소였어요,5
신재생에너지 테마파크,4.0,heejae Lee,변산여행 후 올라가면서 들릴만하네요 아이들에게 유익했어요,5
신재생에너지 테마파크,4.0,Young Un Kim,다양한 신재샹에너지 볼거리가있음 하지만 그늘이없음,4
신재생에너지 테마파크,4.0,Chulyoung Kim,의외로 볼만한 전시물과 컨셉. 초중고뿐아니라 심지어 대학생이나 일반인이 봐도 될정도,5
신재생에너지 테마파크,4.0,교지졸속,최악중 이런 최악은 처음....관리도 안되서 고장난 시설물 천지고.... 혈세가 아깝다,1
신재생에너지 테마파크,4.0,김윤경,변산여행 중 아이들 체험으로 들렀던 곳입니다. 추천합니다,5
신재생에너지 테마파크,4.0,정명신,아이들과 함께하면 유익한시간이 될듯~,5
신재생에너지 테마파크,4.0,김경중,맛녀석들에서 나온 회먹으러 갔는데 가성비 좋았어요,5
신재생에너지 테마파크,4.0,Rea Rea,아이들이 재생에너지 체험할 수 있는 것들이 많음,4
신재생에너지 테마파크,4.0,한제인 (쭈니야 힘내),어린이가 놀기 좋은 곳입니다.,5
신재생에너지 테마파크,4.0,shane park,체험좋아요,5
신재생에너지 테마파크,4.0,392 3,"구식이긴해도 체험 많음, 시원함 그럭저락 가볼만.",3
신재생에너지 테마파크,4.0,j-h park,가격대비 훌륭.. 사람없어 썰렁하지만 한번정도는 구경할만함,5
신재생에너지 테마파크,4.0,박종원,부안여행 첫번째코스 직원분이 친절해서 첫인상이  좋았음,3
신재생에너지 테마파크,4.0,JH CHOI,아이들이 체험하고 놀만해요. 지나가는 길이면 잠시 들러가세요,4
신재생에너지 테마파크,4.0,love Whim,저렴하고 괜찮은데. 소프트웨어 수정은 좀 되어야할슷하네요,4
신재생에너지 테마파크,4.0,WooJin Lee,8세 전 어린이와 함께 좋아요,5
신재생에너지 테마파크,4.0,하상돈,우리가 알면서도 모르는 것을 쉽게 체험해 볼 수있는 장소,4
신재생에너지 테마파크,4.0,김His,시설이 많이 낡아서 뭔가 애잔합니다.,3
신재생에너지 테마파크,4.0,김노안,경치좋고넢음바다가보여좋아습니다,5
신재생에너지 테마파크,4.0,Kim Sungjun,애이들에게 신재생에너지를 설명하기에 좋아요.,4
신재생에너지 테마파크,4.0,paladinsally HAN,얘들과 같이 하기에 괜찮아요. 가볍게 둘러볼 수 있는 곳,3
신재생에너지 테마파크,4.0,오정선,보고배우고 겸험하기좋은 곳입니다,4
신재생에너지 테마파크,4.0,후루츠,아이들이 너무 재미있어했어요,4
신재생에너지 테마파크,4.0,여행자,휴관입니다. 하지만 어디에도 안내가 없더라구요 가서야 알았습니다,1
신재생에너지 테마파크,4.0,이상구,에너지에 대해서 알아지고 주변에 관광할 수 있어 좋았다,4
신재생에너지 테마파크,4.0,이송민,신재생에너지를 배우는자라면 꼭들려야하는곳,5
신재생에너지 테마파크,4.0,신갑성,관광객이 많지않아 관리가 조금 아쉬워요~~,3
신재생에너지 테마파크,4.0,김동현,그냥 공원  뭐없어요,3
신재생에너지 테마파크,4.0,MC Khan,"21년 5월까지 리모델링입니다.
운영 안해요",5
신재생에너지 테마파크,4.0,분당오빠,입장료에 4d영화를 볼수있게 해주세요,3
신재생에너지 테마파크,4.0,메피스토펠리스,주변 환경이 너무 좋아 연구개발을 하는 장소로 최적인 장소.,5
신재생에너지 테마파크,4.0,오명열,활성화만되면 너무나 큰 관광자원이네요,5
신재생에너지 테마파크,4.0,성수조,어린이들이  반드시  한번쯤  가 봐야  할 테마 공원입니다,5
신재생에너지 테마파크,4.0,홍현숙,영화도고장나서못보궁 어린애들은 별거없어요,1
신재생에너지 테마파크,4.0,GOODMAN KIM,바다가 보이고 바람쐬기 좋은듯,5
신재생에너지 테마파크,4.0,June쌤,체험 프로그램이 좀 더 많았으면 좋았을 듯한 아쉬움이 있습니다.,5
신재생에너지 테마파크,4.0,이상돈 (토기장이와 질그릇),초등학생이 가보면 좋을 신재생에너지 박물관,4
신재생에너지 테마파크,4.0,dosik choe,폐허가된지오래된듯한......문도닫히고 관리도안한듯,1
신재생에너지 테마파크,4.0,윤여관,넓은 부지. 널찍한 공간. 실속은 없는 배치,3
신재생에너지 테마파크,4.0,jungsoo park,"4d영화관은 고장, 시설물에 대한 관리 미흡",3
신재생에너지 테마파크,4.0,구월이,아이들하고 시간 가는줄 모르고 즐겼어요~~,5
신재생에너지 테마파크,4.0,혜랑,시스템이 잘 되어 있어요,5
신재생에너지 테마파크,4.0,Chang Bok Yoon,"신재생에너지 수소에너지
테스트베드
신뢰성평가",5
신재생에너지 테마파크,4.0,이야기꾼 (이야기꾼),볼것도 없고 수력발전기 모델 안돌아감!,2
신재생에너지 테마파크,4.0,정성민,조용해요....행사올때는북적거릴듯!,4
신재생에너지 테마파크,4.0,Park Jin Chel,고장난 기계가 많아요,2
신재생에너지 테마파크,4.0,이희창,좋아보이긴한데 개방을 안하고있어서;;,3
신재생에너지 테마파크,4.0,분당스카이 특례학원,좋은  듯 그러나 실속은 없다,4
신재생에너지 테마파크,4.0,정영섭,이용시설이 아직은 부족한듯,3
신재생에너지 테마파크,4.0,Sung-Do Oh,요즘은 코로나로 인해 문닫았어요,4
신재생에너지 테마파크,4.0,송재화,"체험거리 부족, 휴식 공간도 좋지 않음",3
신재생에너지 테마파크,4.0,율령TV,아이들과 잠깐 체험하기 좋은장소,3
신재생에너지 테마파크,4.0,건이튜브,아이들과 둘러보기 좋은곳,5
신재생에너지 테마파크,4.0,Seong-Jae Lim,체험이 좀 더 다양했으면...,3
신재생에너지 테마파크,4.0,오성진,그닥 모든 시설물이 별로임,3
신재생에너지 테마파크,4.0,Shoes Red,의자가 없는 것 빼고는,5
신재생에너지 테마파크,4.0,dm K,처음가면 나쁘지않다,3
신재생에너지 테마파크,4.0,Dae Hyun Kim,주변도 멋지고 밥도 맛있습니다.,5
신재생에너지 테마파크,4.0,김은정,신재생 에너지에 대해 배울수있다,5
신재생에너지 테마파크,4.0,양희윤,코로나로 2월이후 휴장중,1
신재생에너지 테마파크,4.0,123풀깍는남자,아직 개업전 현제 공사중,1
신재생에너지 테마파크,4.0,김효영,그냥저냥 볼건 별로없음 ...,3
신재생에너지 테마파크,4.0,박연수,볼 것은 많이 없다,4
신재생에너지 테마파크,4.0,이규환,의외로  볼게 많네요,5
신재생에너지 테마파크,4.0,이온영,아이들과 가보기 나쁘지안음,3
신재생에너지 테마파크,4.0,박헌,좋아요,4
신재생에너지 테마파크,4.0,임영희,그냥 그래요,3
신재생에너지 테마파크,4.0,Kr Kim,2023 잼버리 화이팅,5
신재생에너지 테마파크,4.0,김점기,아이들이 좋아하는,3
신재생에너지 테마파크,4.0,김송환,꼭한번가보세요.,3
신재생에너지 테마파크,4.0,이선용,갈만해요,3
신재생에너지 테마파크,4.0,정회숙,미래의 에너지 견학,5
신재생에너지 테마파크,4.0,Rip Baek,겁나좋음,5
신재생에너지 테마파크,4.0,정동환,한번 들를만한 곳,5
신재생에너지 테마파크,4.0,HOONY LEE,저렴하고 교육적,3
신재생에너지 테마파크,4.0,벨이,좋아요,5
신재생에너지 테마파크,4.0,지스,좋다,4
신재생에너지 테마파크,4.0,최정렬,택배입니다,5
신재생에너지 테마파크,4.0,김봉칠,ㅈㅇ,4
신재생에너지 테마파크,4.0,김동원,그냥뭐,3
신재생에너지 테마파크,4.0,Se Eun Oh,평온합니다,4
신재생에너지 테마파크,4.0,주석중,멋져요,2
신재생에너지 테마파크,4.0,ts yoon,볼만하다,4
신재생에너지 테마파크,4.0,도한이아빠,세금낭비,1
신재생에너지 테마파크,4.0,Jong doo Choi,신재생에너지,5
신재생에너지 테마파크,4.0,한 남한다면 하는남자,낙후..,3
신재생에너지 테마파크,4.0,길기산,테마파크,2
신재생에너지 테마파크,4.0,oksk3599,ㅋㅋㅋㅋㅋㅋㅋ,5
신재생에너지 테마파크,4.0,강영순,굿,5
신재생에너지 테마파크,4.0,대한담,좋아요,4
신재생에너지 테마파크,4.0,SH LEE,이곳은 아이들에게 많은 교육적 도움을 주었습니다. 매우 유용한 곳이라고 생각합니다.,4
신재생에너지 테마파크,4.0,Ian Phillip Hamilton,디스플레이가 제대로 작동하지 않는 것 같아 아쉽습니다. 지역 농업 노동자들의 역사가 전시물에 제대로 자리를 잡았나요? 그렇지 않은 것으로 보입니다.,3
신재생에너지 테마파크,4.0,Wei,스카우트 잼버리 너무 핫해,5
신재생에너지 테마파크,4.0,정병현,,4
신재생에너지 테마파크,4.0,Helver Rojas,정말 흥미로운 열기네요,4
신재생에너지 테마파크,4.0,보루보꾸의 게임세상,,5
신재생에너지 테마파크,4.0,최범민,,5
신재생에너지 테마파크,4.0,전영찬전영찬,,4
신재생에너지 테마파크,4.0,서병로,,4
신재생에너지 테마파크,4.0,Andrey Ipatov,,5
신재생에너지 테마파크,4.0,Leticia Cortes,매력적인,5
신재생에너지 테마파크,4.0,Vohid Mahmudov,좋은,5
신재생에너지 테마파크,4.0,TJ KIM,,5
신재생에너지 테마파크,4.0,조광민,,4
신재생에너지 테마파크,4.0,길봉youtube,,5
신재생에너지 테마파크,4.0,이글사랑,,5
신재생에너지 테마파크,4.0,고병우,,4
신재생에너지 테마파크,4.0,H- an,,2
신재생에너지 테마파크,4.0,Dave Kil,,3
신재생에너지 테마파크,4.0,김라영,,5
신재생에너지 테마파크,4.0,K KK,,5
신재생에너지 테마파크,4.0,은자매,,5
신재생에너지 테마파크,4.0,SJ L,,5
신재생에너지 테마파크,4.0,김종일,,5
신재생에너지 테마파크,4.0,조원종,,4
신재생에너지 테마파크,4.0,Carlos Utumi,,5
신재생에너지 테마파크,4.0,gonçalo lamy,,4
신재생에너지 테마파크,4.0,Paul Maldonado N,,3
신재생에너지 테마파크,4.0,Kevin Yuki do Amaral,,5
신재생에너지 테마파크,4.0,김군태 (한별단심),,5
신재생에너지 테마파크,4.0,유영예,,4
신재생에너지 테마파크,4.0,그렌드센트럴,,1
신재생에너지 테마파크,4.0,Ravshan,,5
신재생에너지 테마파크,4.0,Sanjeewa Komangodage,,5
신재생에너지 테마파크,4.0,권형진,,4
신재생에너지 테마파크,4.0,Sunny Yang,,5
신재생에너지 테마파크,4.0,권형진,,4
신재생에너지 테마파크,4.0,Kators Kim,,5
신재생에너지 테마파크,4.0,문길순,,4
신재생에너지 테마파크,4.0,임정훈,,4
신재생에너지 테마파크,4.0,임현철,,4
신재생에너지 테마파크,4.0,김충용,,4
신재생에너지 테마파크,4.0,Kristin K,,5
신재생에너지 테마파크,4.0,쎔세미,,5
신재생에너지 테마파크,4.0,김기훈,,5
신재생에너지 테마파크,4.0,김도헌,,1
신재생에너지 테마파크,4.0,박은숙,,3
신재생에너지 테마파크,4.0,이동길,,4
신재생에너지 테마파크,4.0,H.S Park,,3
신재생에너지 테마파크,4.0,김성숙백련농장,,5
신재생에너지 테마파크,4.0,이제역,,5
신재생에너지 테마파크,4.0,정필권,,4
신재생에너지 테마파크,4.0,Bayan Malimbaev,,5
신재생에너지 테마파크,4.0,이영재,,5
신재생에너지 테마파크,4.0,신현풍,,5
신재생에너지 테마파크,4.0,정호성,,5
신재생에너지 테마파크,4.0,박상교,,5
신재생에너지 테마파크,4.0,정재희,,5
신재생에너지 테마파크,4.0,오형선,,4
신재생에너지 테마파크,4.0,황준호,,5
신재생에너지 테마파크,4.0,유춘욱,,5
신재생에너지 테마파크,4.0,이종도,,4
신재생에너지 테마파크,4.0,김병석,,5
신재생에너지 테마파크,4.0,조영현,,4
신재생에너지 테마파크,4.0,이순식,,5
신재생에너지 테마파크,4.0,김장근,,5
신재생에너지 테마파크,4.0,근육요정,,5
신재생에너지 테마파크,4.0,임재균,,5
신재생에너지 테마파크,4.0,JJS First,,5
신재생에너지 테마파크,4.0,한신호,,3
신재생에너지 테마파크,4.0,김종민,,5
신재생에너지 테마파크,4.0,한동수,,5
신재생에너지 테마파크,4.0,Shkval,,4
신재생에너지 테마파크,4.0,김영 걸 (젊은소녀),,5
신재생에너지 테마파크,4.0,hun325,,1
신재생에너지 테마파크,4.0,이용철,,3
신재생에너지 테마파크,4.0,오태현,,4
신재생에너지 테마파크,4.0,이철웅,,5
신재생에너지 테마파크,4.0,신갈나무,,2
신재생에너지 테마파크,4.0,sun choi,,4
신재생에너지 테마파크,4.0,Bryan S,,5
신재생에너지 테마파크,4.0,WW JJ,,5
신재생에너지 테마파크,4.0,장원석,,4
신재생에너지 테마파크,4.0,전종선,,3
신재생에너지 테마파크,4.0,이명옥,,4
신재생에너지 테마파크,4.0,윤송운,,4
신재생에너지 테마파크,4.0,이지민,,4
신재생에너지 테마파크,4.0,갸꿀,,2
신재생에너지 테마파크,4.0,진현상,,4
신재생에너지 테마파크,4.0,KJ. Kim,,3
신재생에너지 테마파크,4.0,邱宜瑾,,4
신재생에너지 테마파크,4.0,날마다청춘,,4
신재생에너지 테마파크,4.0,이효근,,1
신재생에너지 테마파크,4.0,박해성,,3
신재생에너지 테마파크,4.0,윤송운,,5
신재생에너지 테마파크,4.0,CHEM정,,5
신재생에너지 테마파크,4.0,조의선,,3
신재생에너지 테마파크,4.0,김동현,,5
신재생에너지 테마파크,4.0,Ik Jae Shin,,3
신재생에너지 테마파크,4.0,김재겸,,3
신재생에너지 테마파크,4.0,MieDie Yie,,3
신재생에너지 테마파크,4.0,최재혁,,5
신재생에너지 테마파크,4.0,Taewon Yu,,3
신재생에너지 테마파크,4.0,김사자,,4
신재생에너지 테마파크,4.0,두염연,,5
신재생에너지 테마파크,4.0,레나,,4
신재생에너지 테마파크,4.0,송천근,,3
신재생에너지 테마파크,4.0,남이상호,,4
신재생에너지 테마파크,4.0,js park,,5
신재생에너지 테마파크,4.0,조창권,,4
신재생에너지 테마파크,4.0,박인하,,3
신재생에너지 테마파크,4.0,루라루,,2
신재생에너지 테마파크,4.0,박정훈 (상하정보기술),,5
신재생에너지 테마파크,4.0,최성욱,,5
신재생에너지 테마파크,4.0,강웅규,,3
신재생에너지 테마파크,4.0,Youngkyu Jeong,,3
신재생에너지 테마파크,4.0,남 편한세상,,5
신재생에너지 테마파크,4.0,우혁준,,4
신재생에너지 테마파크,4.0,Jong Gi Kim,,3
