관광지이름,총점,이름,내용,별점
죽림정사 (백용성 조사 탄생성지),4.5,Wangyeol Lee,,5
죽림정사 (백용성 조사 탄생성지),4.5,장규현,,5
죽림정사 (백용성 조사 탄생성지),4.5,月光慧藏李泳培,,5
죽림정사 (백용성 조사 탄생성지),4.5,보물,,5
죽림정사 (백용성 조사 탄생성지),4.5,곽충훈,,5
죽림정사 (백용성 조사 탄생성지),4.5,김도연,,5
죽림정사 (백용성 조사 탄생성지),4.5,최기백,,5
죽림정사 (백용성 조사 탄생성지),4.5,최원익,,5
죽림폭포공원,4.1,June쌤,계단도 적당하고 정상에서 보면 정읍시가 훤히 보이네요. 가벼운 산책로로 적당한 것 같습니다.,5
죽림폭포공원,4.1,이지영,"산소갔다 약속시간이 남아우연히들르게된곳 전망도있고 깔끔해서 조용하게 잠시쉬다왔네요
생각할게있을때 한번쯤가보는거추천",4
죽림폭포공원,4.1,김희삼,조용하고 공기좋은 공원이며 ᆢ가족하고 방문하여 아이들과 함게하고싶은 장소입니다,4
죽림폭포공원,4.1,SEUNGHO LEE,사람없고 걷기좋고 이쁘고,4
죽림폭포공원,4.1,JH K,폭포가 목욕탕에서 내리는 폭포수에 두배에서 세배는 된다. 이거보러 정읍오지는 말자.,3
죽림폭포공원,4.1,조익진,폭포 위쪽에 팔각정에서 내려보는 정읍 참 멋집니다~,5
죽림폭포공원,4.1,최명옥,처음의 신선함은 많이 지나버리고 요즈음은 관리가 잘 안되고 있는 것 같음,3
죽림폭포공원,4.1,이지은,"뭔가 이곳에 있으니 까 마음이 편해지는 마음이 생겼어요
한번씩 들려도 좋아요 ㅎㅎ",4
죽림폭포공원,4.1,p sd,정읍연지동에 있는 인공폭포로 정읍시민의 휴식처이다!,4
죽림폭포공원,4.1,외계오징어코크홀릭,봄 가을에는 가보기 좋음. 규모가 작아서 일부러 찾아가지는 않음.,3
죽림폭포공원,4.1,은하영,"폭포앞이 벚꽃이 만발했고
야경이 너무 좋았네요",4
죽림폭포공원,4.1,김남일,우리동네 입구라서 출행시 경유하는데요!,4
죽림폭포공원,4.1,유에스뜨레야,조용해서 좋았어요,4
죽림폭포공원,4.1,반장오빠,정읍의 야경 일번지,5
죽림폭포공원,4.1,홍광표,그냐,3
죽림폭포공원,4.1,한윤수,굿,5
죽림폭포공원,4.1,전상민,동네 마실길,5
죽림폭포공원,4.1,Arabekov Altynbek,정상,3
죽림폭포공원,4.1,김종석 (영업중),,5
죽림폭포공원,4.1,송동환,,3
죽림폭포공원,4.1,김용균,,5
죽림폭포공원,4.1,현옥순,,5
죽림폭포공원,4.1,Ткаченко Шоира,,5
죽림폭포공원,4.1,박혜진,,4
죽림폭포공원,4.1,김봉현김 (안되면 되게하라),,5
죽림폭포공원,4.1,한진수,,4
죽림폭포공원,4.1,Subir Kim,,5
죽림폭포공원,4.1,MunHo Jeon,,5
죽림폭포공원,4.1,꽃보다봉반장,,5
죽림폭포공원,4.1,JA Noh,,4
죽림폭포공원,4.1,이성열,,5
죽림폭포공원,4.1,유진,,5
죽림폭포공원,4.1,태리미미앙리,,5
죽림폭포공원,4.1,김성문,,1
죽림폭포공원,4.1,김용구,,5
죽림폭포공원,4.1,손주환,,3
죽림폭포공원,4.1,백윤선,,5
죽림폭포공원,4.1,윤석열,,1
죽림폭포공원,4.1,이규철,,5
죽림폭포공원,4.1,김성덕,,5
죽림폭포공원,4.1,O SH,,3
죽림폭포공원,4.1,유석구,,4
죽림폭포공원,4.1,Suk JO,,4
죽림폭포공원,4.1,최광술 (젊은신사),,3
죽림폭포공원,4.1,이철수,,3
중앙체육공원,4.3,정철영,"익산 처음방문에 운좋게 국화꽃 축제 장소에서 한 캇트,
올해가 20회 맞이로 많은 인파들로인해 좋은추억이 하나 추가입니다.
내년을 기약하면서....",5
중앙체육공원,4.3,불티나,"익산 천만송이국화축제가 열려서 다녀왔는데, 국화향기 가득한 곳이었다. 정성 들인 국화분재가 아주 멋졌고, 새로운 품종의 인기투표도 있었다. 멋진 조형물과 화사한 꽃들과 청명한 날씨 덕분에 인생사진 건지기 딱 좋았다. 주차장이 협소하여 임시주차장에서 이동했으나 그다지 멀지는 않았다. 핑크뮬리 언덕에도 사람들 북적북적.",4
중앙체육공원,4.3,이상곤,"제19회 익산천만송이국화축제장입니다. 국화향 그윽하고, 다양한 국화조형물, 국화분재, 신품종 국화, 국화 꽃꽂이 등 좋은구경 했어요.",5
중앙체육공원,4.3,이근영,"축제가 끝나 정리하는 중이나 아직 남은 국화가 아름답네요.
아쉬운 점은 부스를 운영했던 업체나 단체의 사용장소에 대한 둿 처리가 잘 되지 않아 청소에 경비가 많이 들어갈 것 같네요.",5
중앙체육공원,4.3,yunyoung choi,"매년 열리는 익산천만송이국화축제!
주차장은 혼잡해서 주변 임시공용주차장 이용하시고 도보 5분 이내니 이용하시면 편하실듯 해요.
사람 많고 예쁜 국화 포토존도 많고 행사장도 많고
축제 즐길 수 있는 곳 입니당.
유아동반하시면 놀이터도 있고 체험할 수 있는 다양한 것들(유료)행사장 이용.
먹거리는.행사장 밖에서 이용하실 수 있어요.
매년 가지만 갈때마다 국화 너무 예쁘게 꾸며 놀은 것
같아요 어디서 찍든 예쁘게.나온다는거 :)",5
중앙체육공원,4.3,유창봉,"아름다운 모든국화를 관람하고 예쁜사진 촬영할수있는곳.
정성들여 가꾼 국화 분재작품들을 감상할수 있습니다.",4
중앙체육공원,4.3,안영숙나랑두리,익산천만송이국화축제 25일 부터 시작 미리탐방~한참 개장준비와 아직 덜핀 국화꽃을 보고 와도 이쁘네요~11월3일 까지 한다는데 덜핀 꽃들이 많아 늦게 가도 될듯요~~,5
중앙체육공원,4.3,임영현,"올해는 좀 규모가 작아진듯, 좀 새로운 사고가 필요한 시기, 20년 축하!",4
중앙체육공원,4.3,강순자,"익산중앙체육공원 1년에한번씩방문
가을이면 국화꽃 축제를해요
정말 잘꾸며놓아서 예쁘고
주변산책로도좋아요",5
중앙체육공원,4.3,나여나,"19회째 하는 국화축제라네
사람들이 북적이네
가을 향기 물씬 풍기는 국화는 실컷 볼 수 있었뜸",5
중앙체육공원,4.3,비슬리,"쓰레기와 오물 악취
각 지자체 이름까지 걸어논 주차장 먹거리장 철거 후 처리가 아쉬움

주차하면서 국화보다 이미 오물에 악취를 먼저 접한 후라서인지
전체적인 국화와 조명의 색상이 조화롭지 않고 유치함
축제의 명분과 취지를 모르겠음",1
중앙체육공원,4.3,이대복,"국화작품도있고  분수도있어
사진찍을  곳이많아좋아요",4
중앙체육공원,4.3,MYEONGHEE LEE,"국화  축제장이다
국화를  테마별로  잘  전시  했다
시민들에게  볼거리  , 먹거리 ,  재미있는 공간이다
익산  보석박물관이   있어서인지  , 귀금속  쥬얼리도  예쁜   것   많다",5
중앙체육공원,4.3,한정윤,"산책
운동
좋습니다
이번 국화때는 코로나 때문에 좀 아쉽네요",5
중앙체육공원,4.3,길배움의,전국적으로 국화축제를 하지만 해마다 볼거리가 진척되는곳으로서  풍성한 국화꽃볼거리에  너무도 좋다,4
중앙체육공원,4.3,고복순,국화축제는 끝났지만 예쁜모습이 여전히 남아있어 잘 보고 왔어요,4
중앙체육공원,4.3,남남,"아이들이 뛰어 놀기 좋고 간단핫 걷기 운동하기 좋은 장소임
5월 저녁에 나왔더니 덥지도 않고 시원한 바람이 상쾌하네요",5
중앙체육공원,4.3,TV그렛,국화도 구경하고 먹거리코너가서 이것저것 사먹고~ 근데 입장할 때 받은 상품교환권?으로 교환할만한게 많이 없어서 아쉬웠어요,3
중앙체육공원,4.3,MiniYuri FamStory,"지나가다 우연하게 국화 축제가 있어 방문하게 됨
20여분 구경하기 좋았음 그런데 늦가을 인데 벌, 말벌등이 날아다녀 아이들이 무서워함",3
중앙체육공원,4.3,최춘하,천만송이 국화축제 많은 준비를 하셨네요 부산에서 익산까지 차 몰고 간 것 만큼 기대엔 쬐끔 못 미쳤으나 야간에 들여 닥칠 그림을 보고 오지 못 한 것으로 퉁칩시다,4
중앙체육공원,4.3,미라클원,"국화축제에 다녀왔음.  특별전시관에 꼭 한번 가볼만한곳으로 추천함.
부스에 익산 토산품도 있는데 단순 장삿속이 아닌 진짜 홍보관이어서 상품성도 우수하고 가격도 합리적이었음
적극추천함ㅡ",5
중앙체육공원,4.3,my life,"익산대표체육공원으로.축구장등 운동시설 , 트래킹가능함 주차가능. 화장실 있음",5
중앙체육공원,4.3,옆집재성이,"매년갔던 천만송이국화축제
3년만에 다시갔는데 무언가
마니바뀐듯 메인은 중앙체육공원!",5
중앙체육공원,4.3,최병래,"채육시설이 너무 좋아요
공연도 하고 지금은 천만송이 국화축제도 하고 익산시에서 시행하는 모든 행사나 공연 하는곳 이기도 합니다.
5월5일 어린이날도 엄청 성대하니 치르기도 합니다
대단히 멋지고 아름답고 환상적인곳 이기도 합니다",5
중앙체육공원,4.3,박태오,잠시나마 음악과 함께 분수쇼도 보고 휴식 공간으로는 너무 좋네요,5
중앙체육공원,4.3,Song Song,국화축제를 보기 위해 왔습니다. 저는 처음 왔구요 수 많은 꽃과 조형물을 보니 힐링되는 느낌이 들었어요 구경 잘 하고 갑니다,5
중앙체육공원,4.3,최정엽,운동하기도 좋고 산책하기에도 너무 좋아요,5
중앙체육공원,4.3,Yonggari Park,"11월3일  국화축제  마지막날.
멋진국화와  국화향기에  흠뻑 젖어.",5
중앙체육공원,4.3,서정기,"전만송이 국화축제라 가보니 20회라 제일준비가 잘됨
관계당국 노고에 감사를 드립니다",5
중앙체육공원,4.3,김창규,국화전시회가 너무 귀하고 키워놓은 정성이 대단합니다,4
중앙체육공원,4.3,소피아,"가볍게 산책하기 좋고~ 다양한 축제를 즐길 수 있는 곳.
지금은 국화축제 진행 중^^",4
중앙체육공원,4.3,스파TV,아이들과 시간을보내기좋은 장소입니다.,5
중앙체육공원,4.3,ruby Cat,다양한 행사도 많이 열리고 산책하기 좋은 공원입니다,5
중앙체육공원,4.3,달무리,"평일에 공원을 방문 제법 잘 정비된 공원에는 시민분들이 방문하여 산책과 운동을 하고 있었습니다.
주추장도 잘 구비되어있고 화장실과 운동체육시설도  잘 준비되어 있습니다.",3
중앙체육공원,4.3,이향실,아름다운 조경에 힐링되는 공간이었어요,5
중앙체육공원,4.3,조명희,10월21~29일   천만송이 국화축제   야경 조명이 이쁘고 환상적이며 천만송이 국화로 향기 만발하고  보석도시 익산 은반지 귀금속 팔찌. 반지 등  액서세리 구입가능하며  장터 먹거리  야외탁자에서 흥 돋음.,5
중앙체육공원,4.3,Eun Ay Ari,"지금은 국화축제중
너무예뻐요!",5
중앙체육공원,4.3,전해리슨,국화축제~ 좋았슴돠유!,4
중앙체육공원,4.3,임성우,익산체육공원 국화축제 멋지게 꾸며 놓았습니다,4
중앙체육공원,4.3,백종숙,천만송이 국화 향기에 취해본다,5
중앙체육공원,4.3,김재경,"익산의 대표적인 도심인근 공원 입니다. 산책, 운동 등이 하기 좋습니다.",5
중앙체육공원,4.3,이복임,국화축제  너무이뿌고좋아요,5
중앙체육공원,4.3,이갑성,매년 국화 축제가 열리는 곳입니다,4
중앙체육공원,4.3,박찬원,꽤나공들여네요 최고 국화축제,4
중앙체육공원,4.3,양대남,"해마다 천만송이 국화축제에  가서 사진찍고
맛있는  음식먹으면서 형제 자매들과 같이 가을을 만끽합니다
아주 좋아요 멋있는 추억을 만들어요  적극 추천합니다",5
중앙체육공원,4.3,Kyu Sung Choi,국화축제등 다양한 행사~계절마다합니다,4
중앙체육공원,4.3,방안혁,야간에 불빛으로  더욱더 국화꽃 이빛나 보임ㅡㅎㅎ,3
중앙체육공원,4.3,김준영,국화 축제가 열림,4
중앙체육공원,4.3,정재환,국화꽃 축제 와전 멋져요,5
중앙체육공원,4.3,Carry Lim,익산국화꽃축제장소로 너무이쁜곳이예요 꼭들려보시길,4
중앙체육공원,4.3,김철수,중앙체육공원 천만송이 국화 축제.,5
중앙체육공원,4.3,김대권,천만송이 국화축제 아주 좋아요.,5
중앙체육공원,4.3,심옥희,친구들과 국화꽃과 핑크뮤리보면서 사진도  찍으면 좋은 추억  남기며사진2장까지 무료 인화라고해서  인하하려  했는데 사진 스캔에 문제있어 2시간 넘게 기다렸다 그양 집으로 왔는데 아쉬움이 많아요,5
중앙체육공원,4.3,서종성,"좋은 공원입니다 아름답고 잘 가꾸어져있어요
종종 공원에서 담배를 피우는 어르신들이있습니다 여러명이 모여서 종일담배를 피우셔서 좀 불편하긴합니다.
주차공간은 넉넉합니다
많은분들이 걷기등 운동을하시구요 깨끗하게 관리되서 좋아요",5
중앙체육공원,4.3,뭘본다냐,무료입장에 대만족합니다,5
중앙체육공원,4.3,Inkyue Hwang (Hwang),익산 천만송이 국화 축제  굿~~~~,5
중앙체육공원,4.3,이미숙,"국화축제 1일이나그런지  사람은 매우많았읍니다
주차할수있는공간은 없었지만 공원맞은편공장부지에서 주말이라주차공간을내주어 편한이주차할수있었읍니다입장료3000원은상품권으로다시돌려주어국화꽃다발을들고올수있었다 너무즐거운꽃구경이었읍니다",5
중앙체육공원,4.3,Dohee Kim (도라어멈),"아이들이랑 자주 방문해요.
자전거, 킥보드, 롤러스케이트, 롱보드...  너무 좋아요.
이제 불빛축제?준비하던데...
바람쐬러 다니기 좋아요!",5
중앙체육공원,4.3,김관수,"마침 천만송이 국화축제 기간이네요.
그래서 들렸는데 먹거리 생활용품 볼거리들이 무척 많네요. 공원이 아기자기하고 시내에 위치하여 시민들은 좋을 것 같다는 생각을 하게 되네요.",4
중앙체육공원,4.3,박정호,익산에 이렇게 좋은 체육 시설을 갖춘 공원이 있다니 너무 좋았다. 이 근처  아파트에 살고 있는 사람들은 이 좋은 시설을 매일 이용할수 있으니 얼마나  좋을까? 국화축제가 있었다고 하는데 지금은 다 치웠지만 장미꽃들이 탐스러웠다.,4
중앙체육공원,4.3,손상현,천만송이 국화축제 기간입니다. 가족들 끼리 나들이 좋구요 사진찍기 좋아요. 꼭 가보세요,5
중앙체육공원,4.3,김정량,넓고 운동하기 편합니다 국화전시회도 멋있엉습니다,4
중앙체육공원,4.3,윤영진,"핑크뮬리가 아름답게 심겨져있는 공원
낮에 오면 더 예뻤을듯",5
중앙체육공원,4.3,오종민,해마다 이맘때면 열리는 천만송이 국화축제장 방문 적극 추천합니다.,5
중앙체육공원,4.3,반디지치,익산 천만송이국화전시회,4
중앙체육공원,4.3,박동출,너무좋았읍니다 잘 꾸며진 국화향연 몸과 마음 힐링 잘하고 왔읍니다 굿!,1
중앙체육공원,4.3,myungjoon lee,즐거운시간 보내고 국화꽃 축제 즐기고왔음,4
중앙체육공원,4.3,쌈바라고요,싫은것은없고요  줄겨찿는 공원이랍니다,2
중앙체육공원,4.3,Phyo Richard,익산 천만송이 국화축제 구경하기,5
중앙체육공원,4.3,너러바회경반석,"익산 여행
익산 가볼만한곳 익산천만송이국화축제",5
중앙체육공원,4.3,송희경,나름괜찮았던 장소입니다. 국화축제를 늦게까지 개최해서 바빠서 나들이 못가본사람들이 가기에 좋은장소.아이들과함께하기 좋은장소입니다. 주위에 먹거리도 많이 있어서 좋았습니다.,4
중앙체육공원,4.3,뿅뿅,"국화축제 갔었는데 주차공간이 너무 부족합니다.
다들 갓길주차 해놓으셔서 위험하기도 하고...
화장실도 부족하고 볼거리가 그다지 많지도 않아요.
작년보다 축소된 느낌입니다.
꽃은 아직 만개전이라 꽃봉오리가 대부분입니다.",3
중앙체육공원,4.3,young Choi,산책하기 좋아요,4
중앙체육공원,4.3,백골이진토,"국화축제가 한창이라 참 이뻐요.
저녁은 조명과 호수가 어우러져 더 좋네요",5
중앙체육공원,4.3,June쌤,가족들과 함께 한 시간^^,5
중앙체육공원,4.3,Opaleye,천만송이 국화축제,3
중앙체육공원,4.3,경장수,"익산 천만송이 국화 축제장을 방문하여 많은것을 보고 느끼고 왔습니다.
축제장을 만드느라 많은 분들이 수고가 많으셨어요 💕…",5
중앙체육공원,4.3,알라뿡,"여성전용화장실이있어서 좋았어요~운동하기도좋고  축제도 자주열리고 꽃과나무, 볼거리가 늘 많아서 좋아요",4
중앙체육공원,4.3,nayoung kim,저녁에 음악분수 넘 좋아요.,5
중앙체육공원,4.3,안수창,"국화 축제 한다고 해서 방문했지만 아직 행사기간이 아니어서 그런지 꽃은 별로 못봤습니다~ 그래도 가볍게 산책하기 좋았습니다~ 바로 옆에 공원 주차장인지, 체육시설 주차장인지 모를 비교적 큰 주차장이 있었는데 주차 하시는 분들 매너는 그닥이었습니다. 차량 통행할 수 있도록 유도해놓은 통행로에 정차해놓으시고 뭘 잘못했냐는 식으로 도리어 시비 걸고... 공원 자체 이미지가 나빠졌어요...ㅠㅠ",3
중앙체육공원,4.3,김경란,11월14일 오늘까지 인데 막바지라 꽃이 시들고 코로나라 행사 범위도 작게 햇나봐요. 대전엑스포 홍보로 건빵 받아 옴.,1
중앙체육공원,4.3,나다나다,한번쯤은 가볼만해요 익산국화꽃축제,4
중앙체육공원,4.3,진승용,"익산에서 가장 잘 꾸며진 공원이다. 입장료같은건 없고 시설물 관리나 청결상태가 비교적 양호한 편이라 시민들이 많이 찾는 곳이다. 익산시민치고 한번도 안 가본 사람은 드물 것이다. 서동축제, 국화축제 등 1년에 몇번씩 축제도 진행된다.",5
중앙체육공원,4.3,face kyt,"공원이 걷기애 아주 최고...
그런데 애완견이 너무 많습니다..
산책로는 물론 운동장에도 개 분변이 너무 많아 관계자의 관심이 요구됨니다.
좋은 공원에 외 개들을 끌고 나오는지....ㅉㅉㅉ",4
중앙체육공원,4.3,박상현,"보령가는 길에 들렸음
구경할만하고, 입장권3천원 받는곳 있는데 교환권3천원을 바로 지급해줌. 그 교환권으로 부스에서 파는 꽃이나 음식 교환하는게 좋다.",4
중앙체육공원,4.3,김성수,"가벼운 산책공원으로 좋아요.
음악 분수를 운영하고 있어서 또다른 볼거리가
되는것 같아 좋으네요.",4
중앙체육공원,4.3,조영재,국화축제 다녀옴 생각했던것보다 크진 않네요,4
중앙체육공원,4.3,박형선,규모는 크지 않지만 제대로 구비된 공원하나 없는 익산시에 여러가지 역활을 하는 공원입니다. 공원규모를 더 확대했으면 좋겠습니다.,5
중앙체육공원,4.3,이병운,백만송이 국화축제 좋습니다,4
중앙체육공원,4.3,박상철,너무나 좋은 곳에서 많은 사람들이 함께 합니다,5
중앙체육공원,4.3,차재환,도시속의 공원   국화축제가 볼거리  핑크뮬리도 가을에좋고  운동도 편히 할수있어 추천,3
중앙체육공원,4.3,gs yoo,좋은곳. 운동하기 딱 맞고. 신선한 공기. 마음이 닫는 곳. 오늘 국화꽃 축제. 분제는 더욱 굿! 익산시 화이팅입니다.,5
중앙체육공원,4.3,권경희,음악분수가 있고 넑지한 공터가 있어 아이들과 함께 자전거 인라인등을 탈수있어 좋아요 축구장 풋볼장 농구장등 시설과  주변에 예술의전당이 있어요,4
중앙체육공원,4.3,고동명,집옆이라 아침마다 걷고.조깅.쉐도우하고있음.6시~7시까지 익산시에서운영하는 아침에어로빅 강사님 몇년째같은음악 같은춤 지겹네요 지나가면서 소음수준입니다 이거보면 다른음악 부탁드립니다,5
중앙체육공원,4.3,Hduej So,늘 무료로 다채로운 행사가 있습니다,5
중앙체육공원,4.3,크루시블,천만송이 국화축제 소규모 축제,3
중앙체육공원,4.3,성상현,국화축제 구경 잘 했어요,5
중앙체육공원,4.3,SM Challenge (에스엠 챌린지),넓어서 산책하기 좋아요,5
중앙체육공원,4.3,송준호,"꽃축제하느라 애들많이  쓰셨을텐데   대중교통  하차장이  너무멀리있어  다리가  불편한  어르신들이  이용하는데는  많은불편해  하셨다  점심때도  함열에서  오셨다는  79세할머니께서도 중안체육공윈  이편한  앞에서 하차를 못하셔  한  정거장자맢에서야  하차하셔어찌할줄몰라하셔  제가손을잡고  중앙체육공윈까지 가까스로  모셔드리고 왔는데 두 다리를수술하셔서  못 걷는다하시면서도  제가손을잡고모시고,  가니  무사히도착  모셔다  드렸는데  매우 안타가윘다",3
중앙체육공원,4.3,아야신제우스,"익산시 어양동에 위치한 공원 입니다
음악분수도 있고 대운동장도 있고 산책겸 운동 하기 좋은 장소라 생각 됩니다.많은사람들이 즐겨 찾는곳 입니다",4
중앙체육공원,4.3,9ninemonth Boardshop,익산중앙체육공원에서 스케이트보드 수업진행하였습니다,5
중앙체육공원,4.3,허영근,국화 화분으로 작품들을 만들었네요. 한번씩 보시면 힐링됩니다.,4
중앙체육공원,4.3,주숙,매년 보던행사였는데 올해는 좀더 다양한 이벤트가 좋았고 특히 한지와니트 패션쇼를 보게돼서 좋았어요,5
중앙체육공원,4.3,Huyn Chul Lee,분수에 국화축제로 야경이 너무 멋짐.,5
중앙체육공원,4.3,이원석,"익산 국화축제인데 꽃도 넘 많아서 좋은것같아요
걷는내내 국화향기가 진동을하네요^^",4
중앙체육공원,4.3,박병하,익산국화꽃죽제,4
중앙체육공원,4.3,유선,익산체육공원에서 아이들이 뛰어 놀기좋아요. 10월 말일경쯤 국화축제을 합니다.,4
중앙체육공원,4.3,김갑시,"넓고 산책로가 잘 조성돼
걸어 다니기 좋아요 (익산문화원쪽에서 내려오는길 ~소나무향기
청소년수련관길 우거진 나무)",4
중앙체육공원,4.3,댕둥,좋긴한데 어린이들이나 여성들을 위한 치안시설이 부족해보여요 너무 넓어서 그런거같기도.. 그치만 peaceful place,4
중앙체육공원,4.3,젬마토마,"시에서 주관하는 행사도 많이하고 축구장도 있고 풋살, 농구장도 있고 산책코스도 길고 좋아요 오래된 공원입니다.",4
중앙체육공원,4.3,독고다이,공원은 금연구역인데 곳곳마다 담배꽁초가있고 특히 공원에 있는할배들 담배가장난이아니네요,2
중앙체육공원,4.3,이대복,"국화로 작품을 만들어놔서
보기좋고 분수도  보기좋아요",4
중앙체육공원,4.3,박금자,"익산역에서  꽃축제장까지   택시비  6500원  입니다
택시기사님   엄청  친절해요",5
중앙체육공원,4.3,Kim DH,"가족들과 운동하고 야외활동하기 좋아요
시설도 크고 깨끗해요",5
중앙체육공원,4.3,이관우,국화축제때 가봤는데 꽃들이 너무 이뻤어요. 옛날에는 서동축제? 그것도 여기서 했었는데 ㅠㅠ,5
중앙체육공원,4.3,손국선,익산국화축제중~~~,5
중앙체육공원,4.3,유원영,"국화축제 참 좋았습니다.
지역별 먹거리 장터도 맛 있었고요 ~~",5
중앙체육공원,4.3,엔시룸,아이들이랑 같이가기 좋은 곳,5
중앙체육공원,4.3,Jyk Kim,"너무 좋아요
천만송이 가을국화축제
너무예쁘고 향기가 너무 좋네요",5
중앙체육공원,4.3,황미란,작지만 분수도 있고 꽃들도 피어 잠시 쉬었다 가기좋아요,4
중앙체육공원,4.3,HB Lee,"추억과 더불어서 다채로운 문화공원.
개인적으로 체력단련에 이용하는 편이다.
달리기 하기에 좋다.",5
중앙체육공원,4.3,박영주,"분수가 안나와서 아쉽고,,  좀더 편리하게 멋있어지길바랍니다 아쉬워요",3
중앙체육공원,4.3,박옥희,국화축제 예쁜사진도 많이 찍고 맛있는 먹거리도 많이 먹고 왔어요,5
중앙체육공원,4.3,남정연,"가을의 국화와 가지가지 화려한
꽃으로 장식한 이곳
눈과코 향기에 취해보시길",5
중앙체육공원,4.3,로즈,너무 좋아요,5
중앙체육공원,4.3,goo라이더,천만송이 국화축제 장소 깔끔하니 운동하기 좋아요,5
중앙체육공원,4.3,k백호,오랜만에 중앙체육공원,4
중앙체육공원,4.3,최지선,오랫만의 운동 좋았어요..갑자기 비가내려 들어오긴했지만..,5
중앙체육공원,4.3,실버캣,"넓고 좋은 공원이예요.
10월엔 국화축제예요",5
중앙체육공원,4.3,DAESIK KIM (Harris Jeongwon),"사랑의 거북이마라톤대회에 참여차 방문하였고
매년 가을에는 천만송이 국화축제가 열리는 장소입니다",5
중앙체육공원,4.3,박우철,국화축제로 먹거리 볼거리 많아서 즐거운 하루였습니다,5
중앙체육공원,4.3,김근환,"국화축제 넘좋았어요
근데 주차장이 보걸복이네요",5
중앙체육공원,4.3,손창민,아가들 놀것도많지만 그늘이 너무없어서..구석탱이에 그늘이 있어서 뜨거운날은 비추입니다ㅠㅠ,4
중앙체육공원,4.3,하파란,싈수있는  모정  의자등이 매우노후되어 지져분하고  화장실 비데도없고요 공원근쳐 군데군데  휴지통이 없어요~~,2
중앙체육공원,4.3,Sihloh (비카),넓고 주차장 진입이 좋음. 백만송이국화축제가 열리는 곳,4
중앙체육공원,4.3,ark b,익산은 작은도시라 여기가 젤크고 좋은 공원이에요 분수도 멋지고요,4
중앙체육공원,4.3,강소연,"핑크뮬리 사진찍고 한바퀴도는데 이십분도 안걸림
국화축제할때 가야됨",1
중앙체육공원,4.3,AJ,"조용하고 한적해서 음악이나 책읽으러 방문합니다.. 참 힐링이되는 공간이에요..!! 단, 행사있을때는 시끌벅적합니다.",5
중앙체육공원,4.3,조규복,공사중이라 운동하기 불편하지만 더나은 환경을 위해 조금은 감내합니다,5
중앙체육공원,4.3,임혜선,"행사가 자주 있어서 좋은 공원이죠.
아이데리고놀기좋아요.",5
중앙체육공원,4.3,콩보리,해마다 천만송이 국화축제로 유명한곳이에요,3
중앙체육공원,4.3,노기석,국화축제 때 가봄 주차시설이 잘  갖추어져  있지 않아서  좀 불편 하였음,1
중앙체육공원,4.3,황태주,"익산 최고의 테니스코트
잔듸4코트
클레이는 8개 코트
이정도 있어요",5
중앙체육공원,4.3,아미뀨 (시니),국화의 향기와 조형물들....그리고 음악다방까지~ 최고예요~^^,5
중앙체육공원,4.3,박봉규,"준비를 최고로 잘했어요

전시기간이  너무 짧아요",5
중앙체육공원,4.3,kim상수,"익산시 공원중 으뜸이며, 각종행사가 진행되며 시민들의 건강한 삶을 영위하기 위한 공원임",4
중앙체육공원,4.3,김영순,장식을 잘해놓기는했는대 코로나 때문인지 규모가 예년보다 적어요,4
중앙체육공원,4.3,QLORD,산책코스가 다양하고 체육시설이 있어 운동하기 좋아요.,3
중앙체육공원,4.3,율빈하,"익산의 대표 공원입니다
한번 들러서  산책해보시면 좋아요",4
중앙체육공원,4.3,김집옥,중앙 체육공원은 10월 말일경쯤 국화축제을 합니다.,4
중앙체육공원,4.3,한승훈,"축구장,농구장,테니스장,분수공원 등이 있는 어느정도 규모가 있는 공원",3
중앙체육공원,4.3,요한김,익산천만송이국화축제,4
중앙체육공원,4.3,심영화,국화 전시장으로 이곳만큼 크고 아름다운곳도 없을듯 합니다,5
중앙체육공원,4.3,황준식,행사도 많이 하고 지역 주민들의 쉼터 입니다,3
중앙체육공원,4.3,이석우,그게행사입니까 너무 허접하고 동네 꽃구경 만도 못한 농락 당했 습니다 가지 마세요,1
중앙체육공원,4.3,ᄉ시익ᄉᄉ,주변 산책하고 운동하기 좋은곳이나 주택지와  멀리있어 친근하지 못함.,3
중앙체육공원,4.3,손효석,넓고 산책하기 정말 좋아요.,4
중앙체육공원,4.3,곰소넝쿨젓갈,국화분재 넘이쁘게 많이  추천 하고 싶어요,3
중앙체육공원,4.3,이한미,축제기간이라서 사람들이 너무 많아서 제대로 구경하지 못해서 불편했다,3
중앙체육공원,4.3,iriman,국화축제,5
중앙체육공원,4.3,최대건,운동하기에 엄청 좋은 곳 입니다.,5
중앙체육공원,4.3,7777 2424,공원 분위기가 전체적으로 좋긴한데 오래된 공원 느낌이 강해요,4
중앙체육공원,4.3,김택하,국화축제 넘 보기좋아요,5
중앙체육공원,4.3,장성운,국화 축제 차는 1km떨어진 곶에 주차하고 힘든 여정이였습니다,3
중앙체육공원,4.3,Hara Jeon,"운동하기 좋아욤
산책도 좋아욤
저녁에도 사람많아욤
낮에는 별로 없어욤
아이들도 놀기에 좋아욤",5
중앙체육공원,4.3,FatPet,운동하기 딱 좋은 곳임 맨손 운동하는 사람들에게 강추,5
중앙체육공원,4.3,김영복,국화 축제가 열리는 곳으로 그렇게 넓지는 않았다.,3
